state_ut,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_and_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfeiting,arson,hurt_grievous_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,destrict,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total
BIHAR,KATIHAR,2002,67,25,5,77,0,77,87,69,18,29,7,30,65,157,19,138,235,7,50,0,3,71,5,5,0,32,0,43,1173,2494,KATIHAR,528,265,445,57
BIHAR,KATIHAR,2003,78,35,5,92,0,92,68,42,26,34,1,42,50,229,22,207,215,31,47,0,20,241,9,9,0,60,0,60,851,2566,KATIHAR,735,304,585,78
BIHAR,KATIHAR,2004,71,22,7,79,0,79,71,34,37,26,2,27,55,159,26,133,171,44,38,1,19,175,19,9,0,34,0,66,804,2208,KATIHAR,610,254,428,83
BIHAR,KATIHAR,2005,78,41,1,88,0,88,61,53,8,19,4,34,36,146,19,127,124,15,34,2,16,129,26,10,0,55,0,50,816,2080,KATIHAR,537,320,385,51
BIHAR,KATIHAR,2006,59,46,3,82,0,82,57,31,26,8,1,10,50,150,20,130,114,27,37,2,14,245,35,33,6,29,0,34,715,2046,KATIHAR,618,298,369,66
BIHAR,KATIHAR,2007,71,50,1,149,0,149,135,90,45,8,2,26,55,165,23,142,200,107,119,0,13,418,14,25,0,27,0,45,988,3067,KATIHAR,948,454,421,226
BIHAR,KATIHAR,2008,63,13,2,120,0,120,103,66,37,16,5,23,61,152,28,124,146,19,85,0,17,765,15,12,0,28,0,85,1128,3233,KATIHAR,1209,361,409,104
BIHAR,KATIHAR,2009,89,19,1,120,0,120,130,41,89,13,2,27,48,183,63,120,213,3,61,3,28,405,17,5,0,55,0,57,1058,2970,KATIHAR,921,358,456,67
BIHAR,KATIHAR,2010,90,47,2,55,0,55,119,87,32,6,0,20,63,200,46,154,207,18,71,0,10,343,20,6,0,55,3,127,1026,2862,KATIHAR,891,281,489,89
BIHAR,KATIHAR,2011,83,82,3,103,0,103,126,102,24,17,1,29,53,292,46,246,238,60,95,5,7,1157,29,10,0,25,1,111,1126,4174,KATIHAR,1806,373,684,160
BIHAR,KATIHAR,2012,91,94,2,73,0,73,137,112,25,13,2,32,62,400,176,224,229,106,86,1,32,1662,24,1,1,111,0,120,793,4682,KATIHAR,2295,395,909,193
BIHAR,KATIHAR,2013,61,59,0,86,0,86,164,148,16,15,1,21,39,397,198,199,208,21,92,2,1,1430,21,1,0,99,0,114,861,4340,KATIHAR,1979,441,870,115
BIHAR,KATIHAR,2014,94,113,2,69,0,70,153,131,24,12,1,37,72,486,195,248,233,121,104,2,32,1971,29,2,2,128,1,137,737,5206,KATIHAR,2648,432,1051,227
BIHAR,KATIHAR,2014,60,63,0,87,0,79,174,146,17,17,0,21,40,406,204,203,212,19,95,3,1,1376,19,1,0,98,0,119,883,4343,KATIHAR,1936,430,891,117
BIHAR,KATIHAR,2015,99,133,2,62,1,61,146,157,21,14,1,43,77,535,209,268,239,139,117,2,37,2306,32,1,5,148,3,157,668,5683,KATIHAR,3030,470,1147,258
BIHAR,KATIHAR,2015,62,65,0,84,0,85,183,148,21,18,1,22,41,422,188,186,196,21,97,4,0,1400,18,2,0,95,2,121,934,4416,KATIHAR,1946,434,878,122
BIHAR,KATIHAR,2016,107,152,3,55,0,55,138,175,18,15,2,45,80,637,235,298,229,155,138,2,39,2518,38,2,4,166,2,180,595,6083,KATIHAR,3282,497,1312,295
BIHAR,KATIHAR,2016,68,64,0,81,0,94,203,150,20,18,0,26,38,404,180,190,202,22,97,6,0,1435,17,2,0,91,4,125,934,4471,KATIHAR,1992,439,856,125
BIHAR,KATIHAR,2017,108,185,3,49,1,55,140,203,16,17,3,47,89,763,268,378,224,164,147,1,40,2920,41,3,5,197,2,213,505,6787,KATIHAR,3743,556,1565,312
BIHAR,KATIHAR,2017,71,65,0,81,1,87,215,155,23,20,1,28,36,425,178,193,217,21,106,5,0,1368,18,4,1,87,4,127,887,4424,KATIHAR,1947,438,881,132
BIHAR,KATIHAR,2018,94,213,3,40,1,51,140,238,14,18,3,53,94,879,318,431,228,180,166,1,40,3408,49,3,8,245,2,243,434,7597,KATIHAR,4278,637,1796,347
BIHAR,KATIHAR,2018,67,66,0,80,0,95,207,153,24,21,0,29,37,443,187,196,213,22,102,5,0,1399,20,5,2,94,4,138,918,4527,KATIHAR,1983,453,913,129
BIHAR,KATIHAR,2019,102,253,5,38,3,47,146,268,14,19,3,54,96,979,356,511,215,213,183,2,43,4004,60,2,7,279,3,278,395,8578,KATIHAR,4955,707,2018,398
BIHAR,KATIHAR,2019,69,71,2,86,1,98,213,155,24,22,1,30,36,474,197,194,224,24,107,6,0,1492,21,6,2,99,5,145,892,4696,KATIHAR,2110,473,954,137
BIHAR,KATIHAR,2020,98,281,7,31,2,43,148,315,11,18,3,60,104,1149,420,588,218,250,205,2,45,4326,66,2,6,328,1,325,364,9416,KATIHAR,5352,794,2342,457
BIHAR,KATIHAR,2020,72,72,3,87,3,100,211,160,27,25,0,32,36,490,217,205,237,24,114,6,1,1419,22,7,3,109,6,151,895,4734,KATIHAR,2063,497,1005,144
BIHAR,KATIHAR,2021,110,329,10,27,3,36,155,356,10,17,2,65,120,1317,529,667,234,278,230,3,49,4884,72,2,7,356,1,381,342,10592,KATIHAR,6047,860,2717,511
BIHAR,KATIHAR,2021,77,72,3,85,3,98,215,173,29,26,0,36,37,448,225,233,248,27,122,7,0,1477,24,6,3,101,7,162,959,4903,KATIHAR,2148,500,1005,156
BIHAR,KATIHAR,2022,121,366,15,25,3,32,152,411,12,18,1,69,134,1466,643,753,248,306,235,3,53,5653,81,1,9,426,1,444,330,12011,KATIHAR,6953,989,3084,544
BIHAR,KATIHAR,2022,80,71,2,87,3,104,222,179,31,28,0,40,37,418,234,248,242,27,131,8,0,1528,26,7,3,104,7,168,905,4940,KATIHAR,2204,520,1005,166
BIHAR,KATIHAR,2023,115,424,17,22,3,28,159,432,10,18,1,72,137,1665,712,796,244,365,261,5,58,6446,94,0,10,481,1,525,307,13408,KATIHAR,7887,1071,3401,631
BIHAR,KATIHAR,2023,92,71,2,82,4,108,217,185,30,30,0,41,36,441,246,238,253,27,135,6,1,1540,26,6,3,111,8,158,959,5056,KATIHAR,2224,533,1032,168
BIHAR,KATIHAR RLY.,2001,7,0,0,0,0,0,3,1,2,18,1,19,12,221,10,211,9,0,9,0,0,0,0,2,0,0,0,0,116,641,KATIHAR RLY.,16,3,492,9
BIHAR,KATIHAR RLY.,2002,14,0,0,2,0,2,3,1,2,9,0,17,17,218,7,211,9,0,12,0,0,0,1,2,0,0,0,0,130,657,KATIHAR RLY.,26,8,479,12
BIHAR,KATIHAR RLY.,2003,7,0,2,0,0,0,10,6,4,11,2,16,6,257,3,254,16,3,9,1,1,0,3,2,0,4,0,1,173,791,KATIHAR RLY.,29,15,549,13
BIHAR,KATIHAR RLY.,2004,10,0,0,2,0,2,5,3,2,10,1,20,5,224,14,210,7,3,14,1,0,0,0,1,0,1,0,2,139,676,KATIHAR RLY.,21,9,484,18
BIHAR,KATIHAR RLY.,2005,11,0,0,2,0,2,7,4,3,2,2,13,4,214,5,209,8,0,20,0,0,0,1,7,0,0,0,0,141,655,KATIHAR RLY.,22,16,449,20
BIHAR,KATIHAR RLY.,2006,10,0,0,3,0,3,6,4,2,9,1,8,7,278,5,273,10,2,16,0,0,0,1,1,0,0,0,0,151,790,KATIHAR RLY.,24,12,581,18
BIHAR,KATIHAR RLY.,2007,6,0,0,2,0,2,7,4,3,9,2,10,10,238,8,230,13,2,14,0,0,0,0,0,0,0,0,1,150,711,KATIHAR RLY.,22,8,507,16
BIHAR,KATIHAR RLY.,2008,6,11,2,2,0,2,9,2,7,4,1,9,8,232,2,230,21,3,8,0,0,33,0,5,0,1,0,2,110,710,KATIHAR RLY.,77,12,486,11
BIHAR,KATIHAR RLY.,2009,9,0,0,1,0,1,2,0,2,4,0,6,5,189,0,189,3,0,8,0,0,20,0,2,0,0,0,2,113,556,KATIHAR RLY.,35,4,393,8
BIHAR,KATIHAR RLY.,2010,14,1,0,1,0,1,8,2,6,3,1,5,9,223,10,213,9,1,4,0,1,45,0,4,0,2,0,2,86,651,KATIHAR RLY.,72,10,464,5
BIHAR,KATIHAR RLY.,2011,17,1,0,2,0,2,8,0,8,0,0,7,9,191,3,188,7,1,4,1,0,39,0,4,0,2,0,5,92,591,KATIHAR RLY.,71,10,398,6
BIHAR,KATIHAR RLY.,2012,13,1,1,0,0,0,8,6,2,3,0,4,3,166,8,158,1,2,5,0,1,34,0,1,0,1,0,2,71,491,KATIHAR RLY.,52,8,342,7
BIHAR,KATIHAR RLY.,2013,10,4,2,1,0,1,5,4,1,1,8,8,0,151,0,151,2,2,5,0,0,33,0,1,0,2,0,0,31,423,KATIHAR RLY.,52,9,319,7
BIHAR,KATIHAR RLY.,2014,14,0,1,1,0,0,9,7,4,3,0,3,3,163,8,156,1,3,4,0,2,42,0,1,0,0,1,3,61,490,KATIHAR RLY.,62,10,336,7
BIHAR,KATIHAR RLY.,2014,10,5,1,1,0,0,7,5,0,1,8,8,0,157,1,153,0,2,7,0,0,31,1,2,1,2,1,0,32,436,KATIHAR RLY.,49,13,328,9
BIHAR,KATIHAR RLY.,2015,18,1,0,2,0,1,11,5,3,4,0,0,3,160,6,149,2,3,3,0,1,47,0,1,1,0,1,2,50,474,KATIHAR RLY.,72,11,322,6
BIHAR,KATIHAR RLY.,2015,9,4,0,0,1,0,8,6,1,0,7,8,1,156,1,157,1,0,7,0,0,32,0,2,1,3,0,0,31,436,KATIHAR RLY.,46,13,330,7
BIHAR,KATIHAR RLY.,2016,21,1,0,2,0,0,11,5,2,6,0,0,3,147,5,145,3,2,3,0,0,53,0,2,1,1,0,0,44,457,KATIHAR RLY.,80,11,306,5
BIHAR,KATIHAR RLY.,2016,10,3,0,0,1,0,9,4,1,0,9,7,1,156,3,165,0,0,9,0,0,38,0,2,1,2,0,0,35,456,KATIHAR RLY.,51,10,341,9
BIHAR,KATIHAR RLY.,2017,25,0,0,6,0,1,13,6,2,7,0,0,2,152,6,135,2,3,5,0,1,62,0,4,0,0,1,1,41,475,KATIHAR RLY.,96,18,302,8
BIHAR,KATIHAR RLY.,2017,11,4,1,1,2,1,11,6,1,0,9,6,3,161,2,170,0,1,8,0,0,38,1,2,3,0,0,1,37,480,KATIHAR RLY.,57,16,351,9
BIHAR,KATIHAR RLY.,2018,28,0,0,6,0,0,16,7,1,6,0,1,2,149,7,126,1,3,5,0,1,76,0,3,1,1,1,1,38,480,KATIHAR RLY.,112,19,291,8
BIHAR,KATIHAR RLY.,2018,10,3,0,1,2,0,13,6,0,1,10,7,5,181,2,163,0,1,8,0,0,40,1,3,5,1,0,1,39,503,KATIHAR RLY.,56,19,369,9
BIHAR,KATIHAR RLY.,2019,31,2,2,5,0,0,20,9,2,6,0,0,2,145,6,113,0,2,6,0,1,84,0,2,2,2,1,2,33,478,KATIHAR RLY.,126,21,272,8
BIHAR,KATIHAR RLY.,2019,10,3,0,1,4,0,15,7,0,1,9,6,5,183,2,166,2,2,9,0,2,41,0,3,6,0,1,2,41,521,KATIHAR RLY.,59,22,372,11
BIHAR,KATIHAR RLY.,2020,39,1,2,3,0,0,23,9,3,6,0,0,3,151,7,120,0,3,5,0,0,100,0,3,2,3,2,4,33,522,KATIHAR RLY.,149,22,287,8
BIHAR,KATIHAR RLY.,2020,10,4,0,1,5,0,15,8,0,1,9,6,4,182,1,170,4,2,9,2,2,45,0,4,5,0,1,3,42,535,KATIHAR RLY.,67,24,373,13
BIHAR,KATIHAR RLY.,2021,41,1,1,4,1,2,27,11,2,7,1,0,4,150,7,105,0,3,6,2,1,118,1,2,4,2,4,3,29,539,KATIHAR RLY.,169,31,274,11
BIHAR,KATIHAR RLY.,2021,11,6,0,0,4,1,15,8,0,1,9,7,5,170,0,164,5,3,9,1,1,46,0,4,5,1,2,2,49,529,KATIHAR RLY.,70,25,356,13
BIHAR,KATIHAR RLY.,2022,46,2,0,4,1,2,31,12,3,5,3,2,2,150,6,90,0,5,4,3,0,136,0,3,3,3,5,3,28,552,KATIHAR RLY.,191,33,258,12
BIHAR,KATIHAR RLY.,2022,12,6,1,1,5,2,16,9,0,0,9,6,6,179,0,167,4,4,10,1,2,49,0,4,5,2,2,1,51,554,KATIHAR RLY.,74,30,367,15
BIHAR,KATIHAR RLY.,2023,55,2,1,4,0,4,37,15,2,4,5,3,3,132,5,91,0,5,3,3,0,164,1,3,2,3,5,2,26,580,KATIHAR RLY.,229,37,243,11
BIHAR,KATIHAR RLY.,2023,11,7,0,2,6,3,17,9,0,0,8,6,7,193,0,175,5,4,9,1,2,53,1,5,7,2,3,3,53,592,KATIHAR RLY.,82,38,389,14
BIHAR,KHAGARIA,2001,72,27,2,5,0,5,34,6,28,6,3,29,17,86,7,79,167,4,6,0,1,5,11,6,0,2,0,59,353,1020,KHAGARIA,348,35,227,10
BIHAR,KHAGARIA,2002,66,23,6,15,0,15,31,14,17,9,4,17,20,75,9,66,173,7,18,0,4,26,9,8,0,17,0,32,541,1222,KHAGARIA,350,78,200,25
BIHAR,KHAGARIA,2003,62,70,2,16,0,16,77,0,77,9,0,20,26,80,3,77,137,9,12,0,6,115,6,9,0,22,0,51,668,1570,KHAGARIA,459,69,215,21
BIHAR,KHAGARIA,2004,50,88,5,18,0,18,43,10,33,23,9,36,16,117,13,104,199,11,10,6,17,160,9,10,0,27,0,70,630,1732,KHAGARIA,599,92,318,27
BIHAR,KHAGARIA,2005,48,41,0,14,0,14,35,15,20,12,0,39,20,14,5,9,140,5,4,0,10,120,12,5,0,12,0,100,808,1502,KHAGARIA,475,72,99,9
BIHAR,KHAGARIA,2006,53,148,1,22,0,22,47,0,47,15,0,31,10,130,6,124,224,8,6,0,5,190,15,6,0,12,0,133,656,1911,KHAGARIA,786,77,316,14
BIHAR,KHAGARIA,2007,48,70,0,21,0,21,44,14,30,8,1,26,16,86,7,79,241,16,16,2,16,211,14,15,0,12,0,57,804,1875,KHAGARIA,662,97,223,34
BIHAR,KHAGARIA,2008,55,63,0,16,0,16,48,17,31,7,0,17,16,99,29,70,201,13,17,2,11,219,9,2,0,13,0,63,955,1989,KHAGARIA,626,73,238,32
BIHAR,KHAGARIA,2009,46,114,8,8,0,8,49,28,21,3,0,22,20,141,33,108,153,10,33,0,13,620,23,37,0,7,1,23,340,1869,KHAGARIA,995,112,327,43
BIHAR,KHAGARIA,2010,63,104,7,5,0,5,36,28,8,9,0,15,20,123,20,103,164,6,22,1,11,578,22,14,0,20,0,139,501,2024,KHAGARIA,1082,94,290,29
BIHAR,KHAGARIA,2011,55,45,0,14,0,14,53,42,11,6,9,16,15,105,5,100,204,10,20,1,15,429,15,0,0,26,0,93,768,2071,KHAGARIA,855,111,256,31
BIHAR,KHAGARIA,2012,65,72,2,18,0,18,53,34,19,7,0,19,14,134,39,95,151,3,29,0,14,1151,12,0,0,41,0,98,374,2462,KHAGARIA,1569,123,308,32
BIHAR,KHAGARIA,2013,67,76,2,8,0,8,73,59,14,7,0,22,23,170,44,126,135,4,32,0,16,1251,13,5,0,25,0,106,448,2734,KHAGARIA,1658,118,392,36
BIHAR,KHAGARIA,2014,70,61,0,19,0,22,56,39,18,8,2,20,13,129,39,94,151,2,28,0,13,1274,11,0,0,44,0,125,374,2612,KHAGARIA,1711,135,305,30
BIHAR,KHAGARIA,2014,70,80,2,7,0,8,69,61,13,8,1,20,23,175,45,118,133,2,34,0,16,1306,11,5,1,25,1,114,465,2813,KHAGARIA,1723,119,390,36
BIHAR,KHAGARIA,2015,78,56,2,21,0,24,54,40,17,9,0,19,13,121,44,90,171,3,27,0,13,1489,10,1,0,50,0,138,397,2887,KHAGARIA,1965,146,296,30
BIHAR,KHAGARIA,2015,73,75,2,5,1,8,72,61,14,7,1,20,23,185,48,116,139,1,38,0,16,1288,11,5,1,26,1,108,434,2779,KHAGARIA,1701,119,400,39
BIHAR,KHAGARIA,2016,85,52,2,25,1,28,55,41,15,12,0,18,11,111,46,80,177,3,27,0,14,1701,7,2,0,60,1,152,386,3112,KHAGARIA,2201,165,278,30
BIHAR,KHAGARIA,2016,69,76,2,5,0,10,74,62,14,6,3,23,25,195,49,112,138,1,38,0,15,1264,10,5,1,25,0,105,464,2791,KHAGARIA,1669,118,413,39
BIHAR,KHAGARIA,2017,94,49,0,31,3,33,63,40,14,14,0,17,9,104,48,80,171,1,26,1,14,1907,6,1,0,70,0,188,346,3330,KHAGARIA,2446,184,272,28
BIHAR,KHAGARIA,2017,72,76,3,7,0,12,70,63,16,8,4,24,26,205,48,114,138,1,41,0,14,1209,10,6,0,29,0,120,510,2826,KHAGARIA,1635,127,429,42
BIHAR,KHAGARIA,2018,102,42,0,38,3,38,69,40,15,17,0,16,9,99,49,83,181,2,24,0,14,2250,6,3,0,80,0,201,354,3735,KHAGARIA,2820,208,273,26
BIHAR,KHAGARIA,2018,71,73,3,10,1,11,78,64,18,7,6,23,25,217,50,122,147,0,43,0,14,1299,10,8,0,31,0,124,509,2964,KHAGARIA,1737,135,450,43
BIHAR,KHAGARIA,2019,121,36,0,41,2,45,80,42,15,20,2,17,7,98,48,83,181,2,23,0,14,2557,7,3,0,96,0,226,400,4166,KHAGARIA,3169,236,275,25
BIHAR,KHAGARIA,2019,74,75,2,11,1,13,77,63,19,7,6,24,27,230,51,125,146,0,44,1,13,1362,10,8,1,30,1,129,521,3071,KHAGARIA,1809,138,470,45
BIHAR,KHAGARIA,2020,133,28,0,48,2,50,86,46,14,24,2,17,6,106,47,75,191,1,20,0,15,3086,7,2,0,116,0,271,429,4822,KHAGARIA,3764,271,277,21
BIHAR,KHAGARIA,2020,70,87,3,12,1,13,81,66,19,9,8,24,29,235,52,125,148,0,49,1,14,1385,12,9,1,32,0,135,539,3159,KHAGARIA,1852,146,482,50
BIHAR,KHAGARIA,2021,145,24,0,57,4,57,84,52,13,29,2,16,6,111,52,65,190,0,19,1,15,3385,6,3,0,126,0,326,427,5215,KHAGARIA,4133,305,281,20
BIHAR,KHAGARIA,2021,74,92,1,11,2,14,86,74,15,10,5,26,32,229,56,126,149,2,55,1,14,1373,11,10,0,34,0,131,602,3235,KHAGARIA,1842,156,484,58
BIHAR,KHAGARIA,2022,155,24,0,63,5,69,86,51,12,35,2,16,6,110,53,62,197,0,19,0,15,3924,5,3,0,145,0,368,449,5874,KHAGARIA,4736,341,284,19
BIHAR,KHAGARIA,2022,71,96,1,12,3,12,91,72,15,10,5,24,33,242,59,128,163,3,61,3,13,1318,11,9,0,37,0,141,589,3222,KHAGARIA,1813,156,501,67
BIHAR,KHAGARIA,2023,176,23,0,77,4,74,92,53,13,37,3,15,6,108,57,67,208,1,17,1,15,4441,3,2,0,181,0,420,479,6573,KHAGARIA,5348,394,293,19
BIHAR,KHAGARIA,2023,68,94,2,15,3,14,95,80,15,11,6,27,35,249,59,137,151,3,62,2,14,1289,11,9,0,35,0,147,602,3235,KHAGARIA,1777,167,524,67
BIHAR,KISHANGANJ,2001,25,15,1,22,0,22,23,16,7,19,0,10,34,57,10,47,116,15,5,0,8,4,4,2,1,39,0,16,481,999,KISHANGANJ,203,106,177,20
BIHAR,KISHANGANJ,2002,30,2,1,20,0,20,35,26,9,15,2,10,38,82,10,72,137,10,4,1,8,5,5,4,0,37,0,10,510,1103,KISHANGANJ,210,112,229,15
BIHAR,KISHANGANJ,2003,27,4,6,17,0,17,39,38,1,12,0,11,43,96,3,93,127,8,11,0,1,155,5,2,0,20,0,10,365,1111,KISHANGANJ,351,99,258,19
BIHAR,KISHANGANJ,2004,26,12,8,32,0,32,80,80,0,11,1,12,32,122,14,108,110,16,36,1,2,43,4,25,0,36,0,27,416,1286,KISHANGANJ,262,209,300,53
BIHAR,KISHANGANJ,2005,17,23,2,61,0,61,84,81,3,10,8,10,36,122,17,105,95,27,24,1,7,102,3,2,0,30,0,15,338,1284,KISHANGANJ,318,238,308,52
BIHAR,KISHANGANJ,2006,20,3,1,81,0,81,84,69,15,8,0,9,39,79,19,60,110,0,44,1,0,90,9,0,0,57,0,26,425,1330,KISHANGANJ,340,297,214,45
BIHAR,KISHANGANJ,2007,23,12,0,53,0,53,65,40,25,7,4,11,38,108,22,86,80,15,19,0,11,115,8,25,0,18,0,30,398,1266,KISHANGANJ,321,197,276,34
BIHAR,KISHANGANJ,2008,32,42,0,30,0,30,33,26,7,7,1,17,46,169,16,153,125,5,4,1,4,426,8,0,0,23,0,35,308,1548,KISHANGANJ,698,117,409,10
BIHAR,KISHANGANJ,2009,32,0,1,33,0,33,41,30,11,10,0,5,30,182,43,139,135,12,27,1,2,183,6,0,0,32,0,13,502,1503,KISHANGANJ,403,134,409,40
BIHAR,KISHANGANJ,2010,36,41,7,24,0,24,50,38,12,4,0,10,53,131,43,88,108,15,26,2,16,161,4,0,0,41,0,30,475,1439,KISHANGANJ,411,131,329,43
BIHAR,KISHANGANJ,2011,34,5,0,30,0,30,63,60,3,11,0,10,43,179,40,139,122,32,5,0,0,194,13,20,0,50,0,47,367,1497,KISHANGANJ,445,203,422,37
BIHAR,KISHANGANJ,2012,39,0,1,32,0,32,72,71,1,8,0,6,51,150,51,99,174,39,10,1,2,227,19,0,0,50,0,32,507,1674,KISHANGANJ,524,204,365,50
BIHAR,KISHANGANJ,2013,42,21,8,52,0,52,107,90,17,7,0,14,68,145,29,116,179,22,70,12,8,255,7,0,0,65,0,21,725,2132,KISHANGANJ,585,266,379,104
BIHAR,KISHANGANJ,2014,40,0,2,31,1,34,82,87,0,7,0,7,60,120,56,92,198,47,9,1,2,247,23,0,0,56,0,36,489,1727,KISHANGANJ,577,232,342,57
BIHAR,KISHANGANJ,2014,48,21,7,52,0,54,116,96,20,8,1,14,74,142,30,117,177,21,74,13,8,273,6,0,1,69,0,24,734,2200,KISHANGANJ,608,278,386,108
BIHAR,KISHANGANJ,2015,42,0,0,34,1,34,94,98,0,6,0,8,68,101,56,88,223,53,7,0,0,255,25,1,0,60,1,43,550,1848,KISHANGANJ,622,254,327,60
BIHAR,KISHANGANJ,2015,49,22,7,52,0,58,120,99,21,7,1,14,75,132,34,110,168,20,74,11,7,284,6,0,2,76,0,25,762,2236,KISHANGANJ,613,293,373,105
BIHAR,KISHANGANJ,2016,45,0,0,34,0,34,101,110,0,4,1,8,79,96,57,80,260,66,6,0,0,267,27,0,0,71,2,48,568,1964,KISHANGANJ,681,278,325,72
BIHAR,KISHANGANJ,2016,46,22,6,50,0,60,125,101,19,7,0,17,74,126,35,121,178,20,84,11,8,293,6,1,3,72,0,27,802,2314,KISHANGANJ,628,293,380,115
BIHAR,KISHANGANJ,2017,50,0,0,32,0,31,113,140,1,3,1,9,94,96,56,71,282,71,5,0,1,297,32,2,1,89,1,58,529,2065,KISHANGANJ,751,328,330,76
BIHAR,KISHANGANJ,2017,45,22,5,53,0,62,130,108,19,8,0,19,74,126,38,124,177,21,90,12,8,313,7,1,3,79,1,31,801,2377,KISHANGANJ,653,314,389,123
BIHAR,KISHANGANJ,2018,51,1,0,32,2,30,125,165,1,2,2,11,107,86,63,70,303,85,5,0,0,340,37,1,1,102,2,66,547,2237,KISHANGANJ,830,372,341,90
BIHAR,KISHANGANJ,2018,50,23,5,56,0,66,136,111,18,7,1,20,78,124,37,124,185,22,87,12,6,310,5,1,2,85,2,31,883,2487,KISHANGANJ,665,328,391,121
BIHAR,KISHANGANJ,2019,57,1,1,32,2,28,147,184,3,1,1,9,117,78,64,60,301,100,4,2,0,375,45,2,0,115,2,76,541,2348,KISHANGANJ,888,410,330,106
BIHAR,KISHANGANJ,2019,47,25,6,58,2,64,137,113,19,6,2,20,69,120,37,122,178,23,90,12,7,321,3,0,1,82,4,31,897,2496,KISHANGANJ,669,327,376,125
BIHAR,KISHANGANJ,2020,63,0,2,36,1,27,166,222,2,0,0,11,127,79,69,52,312,120,4,3,1,422,51,0,0,126,2,88,557,2543,KISHANGANJ,974,465,338,127
BIHAR,KISHANGANJ,2020,49,24,6,55,0,67,136,129,19,8,2,22,68,127,36,130,199,24,93,12,7,330,3,0,1,85,1,33,889,2555,KISHANGANJ,699,341,393,129
BIHAR,KISHANGANJ,2021,64,0,2,35,0,26,207,259,2,0,0,15,148,71,73,44,387,132,4,2,1,424,59,1,0,148,1,106,595,2806,KISHANGANJ,1077,529,351,138
BIHAR,KISHANGANJ,2021,47,22,6,58,1,74,135,141,19,8,2,21,70,122,37,130,190,26,95,10,7,348,5,0,5,81,3,31,873,2567,KISHANGANJ,707,368,390,131
BIHAR,KISHANGANJ,2022,70,0,3,35,0,27,223,321,1,0,0,16,179,66,81,42,423,151,3,3,0,439,71,2,1,170,2,124,553,3006,KISHANGANJ,1165,629,384,157
BIHAR,KISHANGANJ,2022,51,25,5,60,1,75,142,134,21,7,2,24,70,115,42,128,193,26,92,11,7,354,5,2,5,81,5,31,880,2594,KISHANGANJ,724,368,388,129
BIHAR,KISHANGANJ,2023,72,1,2,35,0,28,248,356,1,0,1,16,202,63,82,35,439,159,4,3,1,457,80,1,2,191,2,150,548,3179,KISHANGANJ,1236,695,399,166
BIHAR,KISHANGANJ,2023,48,26,3,65,4,83,139,142,21,6,2,27,75,117,47,135,199,27,100,10,10,372,5,2,6,74,4,33,818,2600,KISHANGANJ,751,385,409,137
BIHAR,LAKHISARAI,2001,61,44,5,10,0,10,30,7,23,9,0,13,25,79,3,76,93,5,6,0,4,9,6,12,0,5,0,33,305,873,LAKHISARAI,261,50,205,11
BIHAR,LAKHISARAI,2002,67,36,2,2,0,2,34,6,28,6,4,15,22,84,9,75,67,3,10,0,4,41,4,10,0,6,0,34,337,908,LAKHISARAI,253,30,215,13
BIHAR,LAKHISARAI,2003,56,26,2,7,0,7,39,4,35,7,2,26,13,56,5,51,48,2,0,0,4,0,10,0,0,6,0,24,454,884,LAKHISARAI,173,34,160,2
BIHAR,LAKHISARAI,2004,63,87,4,13,0,13,50,13,37,9,3,38,35,62,8,54,90,10,15,0,3,31,10,4,0,9,0,44,334,1039,LAKHISARAI,342,62,209,25
BIHAR,LAKHISARAI,2005,57,26,1,3,0,3,38,17,21,8,3,33,22,81,5,76,56,8,13,0,10,36,8,6,0,6,0,43,382,962,LAKHISARAI,230,43,228,21
BIHAR,LAKHISARAI,2006,48,111,6,12,0,12,30,17,13,6,0,14,22,65,6,59,67,8,18,0,8,70,14,10,0,5,0,50,407,1078,LAKHISARAI,378,70,172,26
BIHAR,LAKHISARAI,2007,32,21,0,31,0,31,36,18,18,5,0,22,31,104,6,98,83,10,32,0,12,188,10,14,0,14,0,35,550,1401,LAKHISARAI,400,118,266,42
BIHAR,LAKHISARAI,2008,41,67,0,35,0,35,34,17,17,7,0,23,36,133,2,131,72,16,33,0,4,237,11,23,2,12,0,52,349,1389,LAKHISARAI,515,135,332,49
BIHAR,LAKHISARAI,2009,45,73,3,15,0,15,39,16,23,5,0,25,29,103,4,99,114,20,39,0,10,410,13,25,5,25,0,48,248,1451,LAKHISARAI,721,114,265,59
BIHAR,LAKHISARAI,2010,43,45,0,10,0,10,40,15,25,16,0,20,51,111,15,96,125,25,26,0,8,466,14,4,0,30,0,57,225,1477,LAKHISARAI,760,83,309,51
BIHAR,LAKHISARAI,2011,40,8,1,5,0,5,51,31,20,6,0,19,30,126,31,95,100,15,47,1,9,180,14,12,0,44,0,66,469,1425,LAKHISARAI,414,111,307,63
