state_ut,district,year,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total,total_ipc_crimes
BIHAR,BUXAR,2015,1155,231,1048,123,3528
BIHAR,BUXAR,2016,867,386,1045,222,3969
BIHAR,BUXAR,2016,1234,233,1049,122,3590
BIHAR,BUXAR,2017,881,446,1125,250,4247
BIHAR,BUXAR,2017,1296,238,1025,126,3670
BIHAR,BUXAR,2018,956,533,1289,286,4885
BIHAR,BUXAR,2018,1368,258,1038,129,3863
BIHAR,BUXAR,2019,991,597,1435,327,5339
BIHAR,BUXAR,2019,1418,270,1086,129,4050
BIHAR,BUXAR,2020,1063,683,1538,371,6012
BIHAR,BUXAR,2020,1429,287,1088,127,4024
BIHAR,BUXAR,2021,1116,759,1685,419,6397
BIHAR,BUXAR,2021,1438,295,1153,132,4115
BIHAR,BUXAR,2022,1176,870,1887,464,7432
BIHAR,BUXAR,2022,1476,310,1179,142,4302
BIHAR,BUXAR,2023,1259,969,2120,542,8471
BIHAR,BUXAR,2023,1529,314,1165,153,4366
BIHAR,DARBHANGA,2001,385,165,337,108,2733
BIHAR,DARBHANGA,2002,621,272,615,175,3457
BIHAR,DARBHANGA,2003,556,298,505,194,3144
BIHAR,DARBHANGA,2004,664,242,391,166,3340
BIHAR,DARBHANGA,2005,592,353,684,159,3544
BIHAR,DARBHANGA,2006,605,335,666,188,3647
BIHAR,DARBHANGA,2007,508,293,729,226,3844
BIHAR,DARBHANGA,2008,662,360,742,283,4310
BIHAR,DARBHANGA,2009,924,421,753,233,4672
BIHAR,DARBHANGA,2010,819,367,907,345,4822
BIHAR,DARBHANGA,2011,2079,689,1012,444,5996
BIHAR,DARBHANGA,2012,3647,650,1066,323,7025
BIHAR,DARBHANGA,2013,1275,653,1166,227,6445
BIHAR,DARBHANGA,2014,4239,743,1221,366,7792
BIHAR,DARBHANGA,2014,1357,648,1128,234,6645
BIHAR,DARBHANGA,2015,4710,869,1343,403,8439
BIHAR,DARBHANGA,2015,1369,659,1161,244,6733
BIHAR,DARBHANGA,2016,5418,1014,1569,429,9510
BIHAR,DARBHANGA,2016,1434,660,1125,270,6818
BIHAR,DARBHANGA,2017,5948,1178,1738,473,10469
BIHAR,DARBHANGA,2017,1439,679,1158,287,7141
BIHAR,DARBHANGA,2018,6807,1415,1900,553,11726
BIHAR,DARBHANGA,2018,1430,709,1201,302,6824
BIHAR,DARBHANGA,2019,7716,1649,2105,592,13115
BIHAR,DARBHANGA,2019,1405,721,1193,307,7024
BIHAR,DARBHANGA,2020,9121,1877,2400,629,15108
BIHAR,DARBHANGA,2020,1460,708,1174,325,7196
BIHAR,DARBHANGA,2021,10235,2187,2630,671,16831
BIHAR,DARBHANGA,2021,1463,725,1143,307,7002
BIHAR,DARBHANGA,2022,11585,2517,2955,765,19040
BIHAR,DARBHANGA,2022,1522,728,1170,313,7043
BIHAR,DARBHANGA,2023,13379,2735,3360,831,21588
BIHAR,DARBHANGA,2023,1595,739,1185,324,7152
BIHAR,GAYA,2001,1264,142,1196,136,3689
BIHAR,GAYA,2002,1161,177,1091,100,3541
BIHAR,GAYA,2003,1188,209,1188,79,3815
BIHAR,GAYA,2004,1450,204,1328,47,4086
BIHAR,GAYA,2005,1346,111,1222,43,3927
BIHAR,GAYA,2006,1596,277,1223,105,3960
BIHAR,GAYA,2007,2280,215,1142,68,3932
BIHAR,GAYA,2008,1515,275,1210,183,4815
BIHAR,GAYA,2009,814,275,1636,156,5421
BIHAR,GAYA,2010,829,268,1695,139,5538
BIHAR,GAYA,2011,2222,219,1798,173,6142
BIHAR,GAYA,2012,1765,335,1610,194,6958
BIHAR,GAYA,2013,2043,514,2738,205,9273
BIHAR,GAYA,2014,1968,365,1649,207,7312
BIHAR,GAYA,2014,2201,527,2718,214,9784
BIHAR,GAYA,2015,2166,397,1703,236,7726
BIHAR,GAYA,2015,2338,512,2920,219,9927
BIHAR,GAYA,2016,2404,425,1680,276,8385
BIHAR,GAYA,2016,2432,516,3046,221,10085
BIHAR,GAYA,2017,2704,459,1713,319,9221
BIHAR,GAYA,2017,2622,513,3023,239,10579
BIHAR,GAYA,2018,3114,491,1783,347,9999
BIHAR,GAYA,2018,2662,524,3040,257,10750
BIHAR,GAYA,2019,3326,536,1866,384,10432
BIHAR,GAYA,2019,2736,499,3041,264,10679
BIHAR,GAYA,2020,3685,620,1924,425,10993
BIHAR,GAYA,2020,2820,530,2939,267,10925
BIHAR,GAYA,2021,4237,677,2149,435,12105
BIHAR,GAYA,2021,2806,540,2914,269,11042
BIHAR,GAYA,2022,4865,763,2294,471,13351
BIHAR,GAYA,2022,2819,547,2952,283,11028
BIHAR,GAYA,2023,5645,878,2515,512,14498
BIHAR,GAYA,2023,2721,573,3014,307,10878
BIHAR,GOPALGANJ,2001,603,223,499,120,2323
BIHAR,GOPALGANJ,2002,425,122,362,66,2213
BIHAR,GOPALGANJ,2003,421,91,262,60,2140
BIHAR,GOPALGANJ,2004,490,289,487,145,3004
BIHAR,GOPALGANJ,2005,582,181,540,158,2837
BIHAR,GOPALGANJ,2006,500,222,556,64,2641
BIHAR,GOPALGANJ,2007,503,115,508,52,2663
BIHAR,GOPALGANJ,2008,695,282,395,69,2852
BIHAR,GOPALGANJ,2009,804,353,553,99,3016
BIHAR,GOPALGANJ,2010,1326,294,507,137,3111
BIHAR,GOPALGANJ,2011,1250,261,531,183,3715
BIHAR,GOPALGANJ,2012,2778,362,649,182,4388
BIHAR,GOPALGANJ,2013,2695,283,704,136,4227
BIHAR,GOPALGANJ,2014,3211,391,686,212,4910
BIHAR,GOPALGANJ,2014,2763,285,720,148,4341
BIHAR,GOPALGANJ,2015,3886,416,740,257,5712
BIHAR,GOPALGANJ,2015,2761,292,726,158,4386
BIHAR,GOPALGANJ,2016,4442,442,784,303,6351
BIHAR,GOPALGANJ,2016,2854,289,753,167,4557
BIHAR,GOPALGANJ,2017,4895,470,800,360,6916
BIHAR,GOPALGANJ,2017,3126,288,791,167,4903
BIHAR,GOPALGANJ,2018,5362,514,826,436,7535
BIHAR,GOPALGANJ,2018,3258,292,808,167,5068
BIHAR,GOPALGANJ,2019,6397,564,898,505,8748
BIHAR,GOPALGANJ,2019,3217,299,831,183,5073
BIHAR,GOPALGANJ,2020,7271,608,956,594,9804
BIHAR,GOPALGANJ,2020,3310,308,842,191,5224
BIHAR,GOPALGANJ,2021,7955,686,1040,682,10748
BIHAR,GOPALGANJ,2021,3325,321,883,189,5319
BIHAR,GOPALGANJ,2022,9432,780,1142,804,12549
BIHAR,GOPALGANJ,2022,3224,328,913,191,5272
BIHAR,GOPALGANJ,2023,10727,842,1255,924,14132
BIHAR,GOPALGANJ,2023,3314,326,921,199,5369
BIHAR,JAMALPUR RLY.,2001,12,4,259,3,347
BIHAR,JAMALPUR RLY.,2002,17,4,263,3,365
BIHAR,JAMALPUR RLY.,2003,49,2,292,7,379
BIHAR,JAMALPUR RLY.,2004,27,5,376,9,500
BIHAR,JAMALPUR RLY.,2005,11,2,237,7,306
BIHAR,JAMALPUR RLY.,2006,9,0,213,1,268
BIHAR,JAMALPUR RLY.,2007,14,4,140,1,254
BIHAR,JAMALPUR RLY.,2008,19,3,258,1,351
BIHAR,JAMALPUR RLY.,2009,13,4,270,4,360
BIHAR,JAMALPUR RLY.,2010,11,6,317,4,401
BIHAR,JAMALPUR RLY.,2011,14,3,389,1,483
BIHAR,JAMALPUR RLY.,2012,50,2,383,0,453
BIHAR,JAMALPUR RLY.,2013,34,3,457,0,533
BIHAR,JAMALPUR RLY.,2014,52,4,444,4,521
BIHAR,JAMALPUR RLY.,2014,38,9,454,1,540
BIHAR,JAMALPUR RLY.,2015,59,9,509,3,594
BIHAR,JAMALPUR RLY.,2015,40,14,449,1,537
BIHAR,JAMALPUR RLY.,2016,66,11,587,4,681
BIHAR,JAMALPUR RLY.,2016,38,14,460,2,550
BIHAR,JAMALPUR RLY.,2017,71,14,646,3,746
BIHAR,JAMALPUR RLY.,2017,37,17,451,2,547
BIHAR,JAMALPUR RLY.,2018,83,18,703,2,817
BIHAR,JAMALPUR RLY.,2018,37,18,457,7,559
BIHAR,JAMALPUR RLY.,2019,90,17,806,6,932
BIHAR,JAMALPUR RLY.,2019,39,16,468,7,576
BIHAR,JAMALPUR RLY.,2020,103,22,883,5,1026
BIHAR,JAMALPUR RLY.,2020,41,18,473,7,584
BIHAR,JAMALPUR RLY.,2021,111,26,1000,7,1155
BIHAR,JAMALPUR RLY.,2021,44,27,485,8,608
BIHAR,JAMALPUR RLY.,2022,125,30,1167,6,1337
BIHAR,JAMALPUR RLY.,2022,47,28,507,9,636
BIHAR,JAMALPUR RLY.,2023,141,34,1346,3,1534
BIHAR,JAMALPUR RLY.,2023,51,26,509,10,642
BIHAR,JAMUI,2001,543,60,239,18,1151
BIHAR,JAMUI,2002,561,83,293,18,1207
BIHAR,JAMUI,2003,401,112,269,9,1194
BIHAR,JAMUI,2004,684,158,250,53,1567
BIHAR,JAMUI,2005,537,169,339,35,1590
BIHAR,JAMUI,2006,556,115,356,31,1725
BIHAR,JAMUI,2007,690,146,300,60,1774
BIHAR,JAMUI,2008,1186,153,357,52,1981
BIHAR,JAMUI,2009,1310,131,395,74,2455
BIHAR,JAMUI,2010,1146,167,408,40,2107
BIHAR,JAMUI,2011,1079,161,466,62,2180
BIHAR,JAMUI,2012,1002,182,402,73,1984
BIHAR,JAMUI,2013,1200,210,276,53,2124
BIHAR,JAMUI,2014,971,194,402,76,1932
BIHAR,JAMUI,2014,1248,233,277,54,2174
BIHAR,JAMUI,2015,933,222,409,71,1895
BIHAR,JAMUI,2015,1238,244,287,56,2190
BIHAR,JAMUI,2016,892,253,403,74,1876
BIHAR,JAMUI,2016,1249,250,296,57,2252
BIHAR,JAMUI,2017,923,276,437,71,1942
BIHAR,JAMUI,2017,1292,256,305,54,2313
BIHAR,JAMUI,2018,939,302,437,73,1994
BIHAR,JAMUI,2018,1289,265,311,54,2317
BIHAR,JAMUI,2019,947,336,452,79,2046
BIHAR,JAMUI,2019,1343,261,314,56,2416
BIHAR,JAMUI,2020,902,371,435,88,2044
BIHAR,JAMUI,2020,1333,270,314,57,2446
BIHAR,JAMUI,2021,890,407,436,98,2087
BIHAR,JAMUI,2021,1311,277,334,57,2435
BIHAR,JAMUI,2022,881,447,460,113,2162
BIHAR,JAMUI,2022,1328,288,354,55,2500
BIHAR,JAMUI,2023,893,498,478,129,2272
BIHAR,JAMUI,2023,1378,299,358,58,2583
BIHAR,JEHANABAD,2001,356,46,334,51,1515
BIHAR,JEHANABAD,2002,338,49,329,35,1480
BIHAR,JEHANABAD,2003,314,73,400,53,1875
BIHAR,JEHANABAD,2004,550,70,379,50,1604
BIHAR,JEHANABAD,2005,336,72,430,17,1376
BIHAR,JEHANABAD,2006,185,46,245,23,1213
BIHAR,JEHANABAD,2007,284,82,224,28,1438
BIHAR,JEHANABAD,2008,278,71,322,13,1700
BIHAR,JEHANABAD,2009,399,121,318,45,1768
BIHAR,JEHANABAD,2010,460,100,584,76,2128
BIHAR,JEHANABAD,2011,370,84,442,49,1880
BIHAR,JEHANABAD,2012,878,118,367,24,1663
BIHAR,JEHANABAD,2013,989,146,460,89,2221
BIHAR,JEHANABAD,2014,932,128,408,23,1785
BIHAR,JEHANABAD,2014,1031,149,486,88,2276
BIHAR,JEHANABAD,2015,935,133,437,22,1807
BIHAR,JEHANABAD,2015,1165,152,488,89,2418
BIHAR,JEHANABAD,2016,1030,139,452,18,1866
BIHAR,JEHANABAD,2016,1226,153,522,95,2551
BIHAR,JEHANABAD,2017,1159,153,487,17,2033
BIHAR,JEHANABAD,2017,1350,166,514,103,2694
BIHAR,JEHANABAD,2018,1268,154,532,15,2172
BIHAR,JEHANABAD,2018,1306,162,520,111,2640
BIHAR,JEHANABAD,2019,1467,160,567,15,2401
BIHAR,JEHANABAD,2019,1388,172,537,127,2772
BIHAR,JEHANABAD,2020,1743,178,606,12,2736
BIHAR,JEHANABAD,2020,1459,182,550,137,2923
BIHAR,JEHANABAD,2021,1976,191,674,13,3045
BIHAR,JEHANABAD,2021,1527,188,578,142,3052
BIHAR,JEHANABAD,2022,2344,207,782,12,3531
BIHAR,JEHANABAD,2022,1507,193,581,145,3040
BIHAR,JEHANABAD,2023,2455,237,855,11,3737
BIHAR,JEHANABAD,2023,1464,191,578,150,2987
BIHAR,KATIHAR,2001,494,163,420,54,2057
BIHAR,KATIHAR,2002,528,265,445,57,2494
BIHAR,KATIHAR,2003,735,304,585,78,2566
BIHAR,KATIHAR,2004,610,254,428,83,2208
BIHAR,KATIHAR,2005,537,320,385,51,2080
BIHAR,KATIHAR,2006,618,298,369,66,2046
BIHAR,KATIHAR,2007,948,454,421,226,3067
BIHAR,KATIHAR,2008,1209,361,409,104,3233
BIHAR,KATIHAR,2009,921,358,456,67,2970
BIHAR,KATIHAR,2010,891,281,489,89,2862
BIHAR,KATIHAR,2011,1806,373,684,160,4174
BIHAR,KATIHAR,2012,2295,395,909,193,4682
BIHAR,KATIHAR,2013,1979,441,870,115,4340
BIHAR,KATIHAR,2014,2648,432,1051,227,5206
BIHAR,KATIHAR,2014,1936,430,891,117,4343
BIHAR,KATIHAR,2015,3030,470,1147,258,5683
BIHAR,KATIHAR,2015,1946,434,878,122,4416
BIHAR,KATIHAR,2016,3282,497,1312,295,6083
BIHAR,KATIHAR,2016,1992,439,856,125,4471
BIHAR,KATIHAR,2017,3743,556,1565,312,6787
BIHAR,KATIHAR,2017,1947,438,881,132,4424
BIHAR,KATIHAR,2018,4278,637,1796,347,7597
BIHAR,KATIHAR,2018,1983,453,913,129,4527
BIHAR,KATIHAR,2019,4955,707,2018,398,8578
BIHAR,KATIHAR,2019,2110,473,954,137,4696
BIHAR,KATIHAR,2020,5352,794,2342,457,9416
BIHAR,KATIHAR,2020,2063,497,1005,144,4734
BIHAR,KATIHAR,2021,6047,860,2717,511,10592
BIHAR,KATIHAR,2021,2148,500,1005,156,4903
BIHAR,KATIHAR,2022,6953,989,3084,544,12011
BIHAR,KATIHAR,2022,2204,520,1005,166,4940
BIHAR,KATIHAR,2023,7887,1071,3401,631,13408
BIHAR,KATIHAR,2023,2224,533,1032,168,5056
BIHAR,KATIHAR RLY.,2001,16,3,492,9,641
BIHAR,KATIHAR RLY.,2002,26,8,479,12,657
BIHAR,KATIHAR RLY.,2003,29,15,549,13,791
BIHAR,KATIHAR RLY.,2004,21,9,484,18,676
BIHAR,KATIHAR RLY.,2005,22,16,449,20,655
BIHAR,KATIHAR RLY.,2006,24,12,581,18,790
BIHAR,KATIHAR RLY.,2007,22,8,507,16,711
BIHAR,KATIHAR RLY.,2008,77,12,486,11,710
BIHAR,KATIHAR RLY.,2009,35,4,393,8,556
BIHAR,KATIHAR RLY.,2010,72,10,464,5,651
BIHAR,KATIHAR RLY.,2011,71,10,398,6,591
BIHAR,KATIHAR RLY.,2012,52,8,342,7,491
BIHAR,KATIHAR RLY.,2013,52,9,319,7,423
BIHAR,KATIHAR RLY.,2014,62,10,336,7,490
BIHAR,KATIHAR RLY.,2014,49,13,328,9,436
BIHAR,KATIHAR RLY.,2015,72,11,322,6,474
BIHAR,KATIHAR RLY.,2015,46,13,330,7,436
BIHAR,KATIHAR RLY.,2016,80,11,306,5,457
BIHAR,KATIHAR RLY.,2016,51,10,341,9,456
BIHAR,KATIHAR RLY.,2017,96,18,302,8,475
BIHAR,KATIHAR RLY.,2017,57,16,351,9,480
BIHAR,KATIHAR RLY.,2018,112,19,291,8,480
BIHAR,KATIHAR RLY.,2018,56,19,369,9,503
BIHAR,KATIHAR RLY.,2019,126,21,272,8,478
BIHAR,KATIHAR RLY.,2019,59,22,372,11,521
BIHAR,KATIHAR RLY.,2020,149,22,287,8,522
BIHAR,KATIHAR RLY.,2020,67,24,373,13,535
BIHAR,KATIHAR RLY.,2021,169,31,274,11,539
BIHAR,KATIHAR RLY.,2021,70,25,356,13,529
BIHAR,KATIHAR RLY.,2022,191,33,258,12,552
BIHAR,KATIHAR RLY.,2022,74,30,367,15,554
BIHAR,KATIHAR RLY.,2023,229,37,243,11,580
BIHAR,KATIHAR RLY.,2023,82,38,389,14,592
BIHAR,KHAGARIA,2001,348,35,227,10,1020
BIHAR,KHAGARIA,2002,350,78,200,25,1222
BIHAR,KHAGARIA,2003,459,69,215,21,1570
BIHAR,KHAGARIA,2004,599,92,318,27,1732
BIHAR,KHAGARIA,2005,475,72,99,9,1502
BIHAR,KHAGARIA,2006,786,77,316,14,1911
BIHAR,KHAGARIA,2007,662,97,223,34,1875
BIHAR,KHAGARIA,2008,626,73,238,32,1989
BIHAR,KHAGARIA,2009,995,112,327,43,1869
BIHAR,KHAGARIA,2010,1082,94,290,29,2024
BIHAR,KHAGARIA,2011,855,111,256,31,2071
BIHAR,KHAGARIA,2012,1569,123,308,32,2462
BIHAR,KHAGARIA,2013,1658,118,392,36,2734
BIHAR,KHAGARIA,2014,1711,135,305,30,2612
BIHAR,KHAGARIA,2014,1723,119,390,36,2813
BIHAR,KHAGARIA,2015,1965,146,296,30,2887
BIHAR,KHAGARIA,2015,1701,119,400,39,2779
BIHAR,KHAGARIA,2016,2201,165,278,30,3112
BIHAR,KHAGARIA,2016,1669,118,413,39,2791
BIHAR,KHAGARIA,2017,2446,184,272,28,3330
BIHAR,KHAGARIA,2017,1635,127,429,42,2826
BIHAR,KHAGARIA,2018,2820,208,273,26,3735
BIHAR,KHAGARIA,2018,1737,135,450,43,2964
BIHAR,KHAGARIA,2019,3169,236,275,25,4166
BIHAR,KHAGARIA,2019,1809,138,470,45,3071
BIHAR,KHAGARIA,2020,3764,271,277,21,4822
BIHAR,KHAGARIA,2020,1852,146,482,50,3159
BIHAR,KHAGARIA,2021,4133,305,281,20,5215
BIHAR,KHAGARIA,2021,1842,156,484,58,3235
BIHAR,KHAGARIA,2022,4736,341,284,19,5874
BIHAR,KHAGARIA,2022,1813,156,501,67,3222
BIHAR,KHAGARIA,2023,5348,394,293,19,6573
BIHAR,KHAGARIA,2023,1777,167,524,67,3235
BIHAR,KISHANGANJ,2001,203,106,177,20,999
BIHAR,KISHANGANJ,2002,210,112,229,15,1103
BIHAR,KISHANGANJ,2003,351,99,258,19,1111
BIHAR,KISHANGANJ,2004,262,209,300,53,1286
BIHAR,KISHANGANJ,2005,318,238,308,52,1284
BIHAR,KISHANGANJ,2006,340,297,214,45,1330
BIHAR,KISHANGANJ,2007,321,197,276,34,1266
BIHAR,KISHANGANJ,2008,698,117,409,10,1548
BIHAR,KISHANGANJ,2009,403,134,409,40,1503
BIHAR,KISHANGANJ,2010,411,131,329,43,1439
BIHAR,KISHANGANJ,2011,445,203,422,37,1497
BIHAR,KISHANGANJ,2012,524,204,365,50,1674
BIHAR,KISHANGANJ,2013,585,266,379,104,2132
BIHAR,KISHANGANJ,2014,577,232,342,57,1727
BIHAR,KISHANGANJ,2014,608,278,386,108,2200
BIHAR,KISHANGANJ,2015,622,254,327,60,1848
BIHAR,KISHANGANJ,2015,613,293,373,105,2236
BIHAR,KISHANGANJ,2016,681,278,325,72,1964
BIHAR,KISHANGANJ,2016,628,293,380,115,2314
BIHAR,KISHANGANJ,2017,751,328,330,76,2065
BIHAR,KISHANGANJ,2017,653,314,389,123,2377
BIHAR,KISHANGANJ,2018,830,372,341,90,2237
BIHAR,KISHANGANJ,2018,665,328,391,121,2487
BIHAR,KISHANGANJ,2019,888,410,330,106,2348
BIHAR,KISHANGANJ,2019,669,327,376,125,2496
BIHAR,KISHANGANJ,2020,974,465,338,127,2543
BIHAR,KISHANGANJ,2020,699,341,393,129,2555
BIHAR,KISHANGANJ,2021,1077,529,351,138,2806
BIHAR,KISHANGANJ,2021,707,368,390,131,2567
BIHAR,KISHANGANJ,2022,1165,629,384,157,3006
BIHAR,KISHANGANJ,2022,724,368,388,129,2594
BIHAR,KISHANGANJ,2023,1236,695,399,166,3179
BIHAR,KISHANGANJ,2023,751,385,409,137,2600
BIHAR,LAKHISARAI,2001,261,50,205,11,873
BIHAR,LAKHISARAI,2002,253,30,215,13,908
BIHAR,LAKHISARAI,2003,173,34,160,2,884
BIHAR,LAKHISARAI,2004,342,62,209,25,1039
BIHAR,LAKHISARAI,2005,230,43,228,21,962
BIHAR,LAKHISARAI,2006,378,70,172,26,1078
BIHAR,LAKHISARAI,2007,400,118,266,42,1401
BIHAR,LAKHISARAI,2008,515,135,332,49,1389
BIHAR,LAKHISARAI,2009,721,114,265,59,1451
BIHAR,LAKHISARAI,2010,760,83,309,51,1477
BIHAR,LAKHISARAI,2011,414,111,307,63,1425
BIHAR,LAKHISARAI,2012,639,122,260,58,1397
BIHAR,LAKHISARAI,2013,657,125,296,48,1500
BIHAR,LAKHISARAI,2014,642,136,263,62,1431
BIHAR,LAKHISARAI,2014,672,131,289,48,1528
BIHAR,LAKHISARAI,2015,630,154,253,66,1455
BIHAR,LAKHISARAI,2015,712,136,295,52,1618
BIHAR,LAKHISARAI,2016,622,174,276,61,1524
BIHAR,LAKHISARAI,2016,712,148,284,52,1598
BIHAR,LAKHISARAI,2017,635,201,283,66,1605
BIHAR,LAKHISARAI,2017,746,155,292,57,1688
BIHAR,LAKHISARAI,2018,654,224,277,75,1633
BIHAR,LAKHISARAI,2018,785,158,297,64,1765
BIHAR,LAKHISARAI,2019,674,251,278,81,1708
BIHAR,LAKHISARAI,2019,756,165,304,61,1757
BIHAR,LAKHISARAI,2020,693,284,285,89,1769
BIHAR,LAKHISARAI,2020,715,171,308,52,1723
BIHAR,LAKHISARAI,2021,702,327,295,95,1878
BIHAR,LAKHISARAI,2021,719,179,300,53,1793
BIHAR,LAKHISARAI,2022,712,373,306,98,2022
BIHAR,LAKHISARAI,2022,753,186,312,57,1899
BIHAR,LAKHISARAI,2023,740,416,325,106,2180
BIHAR,LAKHISARAI,2023,751,197,326,62,1947
BIHAR,MADHEPURA,2001,282,56,200,29,1191
BIHAR,MADHEPURA,2002,392,47,243,14,1136
BIHAR,MADHEPURA,2003,223,37,184,23,1091
BIHAR,MADHEPURA,2004,260,52,211,18,1267
BIHAR,MADHEPURA,2005,360,66,180,23,1215
BIHAR,MADHEPURA,2006,358,53,297,18,1309
BIHAR,MADHEPURA,2007,314,117,315,26,1644
BIHAR,MADHEPURA,2008,318,100,362,36,1901
BIHAR,MADHEPURA,2009,394,84,481,37,2035
BIHAR,MADHEPURA,2010,548,121,368,37,2095
BIHAR,MADHEPURA,2011,662,115,387,103,2059
BIHAR,MADHEPURA,2012,1677,181,485,100,2604
BIHAR,MADHEPURA,2013,1369,182,519,110,3072
BIHAR,MADHEPURA,2014,1897,211,506,124,2911
BIHAR,MADHEPURA,2014,1406,191,544,105,3181
BIHAR,MADHEPURA,2015,2243,243,515,136,3310
BIHAR,MADHEPURA,2015,1402,208,565,103,3243
BIHAR,MADHEPURA,2016,2729,274,514,155,3855
BIHAR,MADHEPURA,2016,1463,205,553,97,3353
BIHAR,MADHEPURA,2017,3030,321,487,173,4208
BIHAR,MADHEPURA,2017,1510,211,575,101,3455
BIHAR,MADHEPURA,2018,3447,375,504,197,4734
BIHAR,MADHEPURA,2018,1494,220,600,103,3468
BIHAR,MADHEPURA,2019,4141,441,502,221,5537
BIHAR,MADHEPURA,2019,1500,229,636,103,3516
BIHAR,MADHEPURA,2020,4925,519,502,261,6462
BIHAR,MADHEPURA,2020,1424,236,672,97,3438
BIHAR,MADHEPURA,2021,5467,595,500,286,7141
BIHAR,MADHEPURA,2021,1422,252,698,99,3565
BIHAR,MADHEPURA,2022,6416,666,503,325,8231
BIHAR,MADHEPURA,2022,1523,259,729,106,3572
BIHAR,MADHEPURA,2023,7299,771,523,370,9321
BIHAR,MADHEPURA,2023,1590,262,766,109,3766
BIHAR,MADHUBANI,2001,1050,108,323,20,3044
BIHAR,MADHUBANI,2002,1368,411,514,87,2885
BIHAR,MADHUBANI,2003,1258,499,537,77,2971
BIHAR,MADHUBANI,2004,1210,421,615,29,3075
BIHAR,MADHUBANI,2005,1450,162,569,73,3139
BIHAR,MADHUBANI,2006,587,166,414,16,1424
BIHAR,MADHUBANI,2007,1633,232,562,71,3971
BIHAR,MADHUBANI,2008,849,341,829,51,5874
BIHAR,MADHUBANI,2009,1581,238,905,47,4665
BIHAR,MADHUBANI,2010,1639,319,1032,27,4948
BIHAR,MADHUBANI,2011,1589,409,946,39,5278
BIHAR,MADHUBANI,2012,2910,447,995,53,5536
BIHAR,MADHUBANI,2013,1910,454,909,77,5245
BIHAR,MADHUBANI,2014,3289,520,1040,56,5884
BIHAR,MADHUBANI,2014,2015,451,945,80,5326
BIHAR,MADHUBANI,2015,3610,582,1065,57,6206
BIHAR,MADHUBANI,2015,2088,458,968,86,5492
BIHAR,MADHUBANI,2016,4332,664,1087,57,6973
BIHAR,MADHUBANI,2016,2114,471,1024,87,5698
BIHAR,MADHUBANI,2017,5023,731,1127,60,7726
BIHAR,MADHUBANI,2017,2064,475,1075,81,5756
BIHAR,MADHUBANI,2018,5826,861,1182,64,8679
BIHAR,MADHUBANI,2018,2044,485,1126,79,5607
BIHAR,MADHUBANI,2019,6712,976,1219,70,9729
BIHAR,MADHUBANI,2019,2189,524,1183,83,5927
BIHAR,MADHUBANI,2020,7456,1139,1301,71,10752
BIHAR,MADHUBANI,2020,2230,531,1160,85,5927
BIHAR,MADHUBANI,2021,8961,1347,1344,75,12541
BIHAR,MADHUBANI,2021,2252,525,1199,88,6149
BIHAR,MADHUBANI,2022,10866,1539,1448,86,14774
BIHAR,MADHUBANI,2022,2305,543,1221,86,6325
BIHAR,MADHUBANI,2023,12184,1757,1520,89,16455
BIHAR,MADHUBANI,2023,2346,543,1231,86,6146
BIHAR,MOTIHARI,2001,817,211,763,155,4296
BIHAR,MOTIHARI,2002,824,273,897,197,5082
BIHAR,MOTIHARI,2003,1089,291,811,190,4734
BIHAR,MOTIHARI,2004,1249,267,988,217,4867
BIHAR,MOTIHARI,2005,1845,201,1109,158,5159
BIHAR,MOTIHARI,2006,1895,186,1138,141,4804
BIHAR,MOTIHARI,2007,2454,239,1084,74,4906
BIHAR,MOTIHARI,2008,2909,222,1138,26,5229
BIHAR,MOTIHARI,2009,2239,275,1233,228,5923
BIHAR,MOTIHARI,2010,2340,258,1272,161,6271
BIHAR,MOTIHARI,2011,2773,387,1405,234,8315
BIHAR,MOTIHARI,2012,3205,481,1393,291,8641
BIHAR,MOTIHARI,2013,3578,556,1421,289,9089
BIHAR,MOTIHARI,2014,3541,528,1429,302,9421
BIHAR,MOTIHARI,2014,3565,567,1410,289,9041
BIHAR,MOTIHARI,2015,3963,603,1528,336,10633
BIHAR,MOTIHARI,2015,3580,562,1468,289,9152
BIHAR,MOTIHARI,2016,4421,688,1578,374,11729
BIHAR,MOTIHARI,2016,3625,554,1487,317,9239
BIHAR,MOTIHARI,2017,4885,760,1655,387,13072
BIHAR,MOTIHARI,2017,3723,567,1548,322,9340
BIHAR,MOTIHARI,2018,5584,874,1749,428,15125
BIHAR,MOTIHARI,2018,3881,588,1592,327,9793
BIHAR,MOTIHARI,2019,6210,1004,1850,458,16933
BIHAR,MOTIHARI,2019,3963,617,1661,339,10048
BIHAR,MOTIHARI,2020,7040,1127,1888,495,19482
BIHAR,MOTIHARI,2020,4092,648,1615,341,10055
BIHAR,MOTIHARI,2021,7482,1260,1962,580,21412
BIHAR,MOTIHARI,2021,3997,632,1679,344,9991
BIHAR,MOTIHARI,2022,8540,1454,2090,654,24727
BIHAR,MOTIHARI,2022,4290,658,1728,351,10414
BIHAR,MOTIHARI,2023,10100,1707,2137,740,28331
BIHAR,MOTIHARI,2023,4449,712,1739,340,10434
BIHAR,MUNGER,2001,597,84,406,29,1971
BIHAR,MUNGER,2002,841,57,384,100,2239
BIHAR,MUNGER,2003,512,106,364,53,2079
