report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,case_closed_flag,case_resolution_days,victim_age_group
6773,2020-11-10 01:00:00,2020-10-09 04:00:00,09-10-20 9:58,Hyderabad,213,COUNTERFEITING,73,M,Blunt Object,Other Crime,6,Yes,2020-02-11 01:00:00,1,-273.0,Senior
6774,2020-10-10 01:00:00,2020-10-09 05:00:00,10-10-20 1:21,Kanpur,127,ARSON,76,M,Poison,Fire Accident,13,Yes,2020-10-29 01:00:00,1,19.0,Senior
6775,2020-09-10 07:00:00,2020-10-09 06:00:00,10-10-20 3:44,Surat,404,TRAFFIC VIOLATION,36,F,UNKNOWN,Traffic Fatality,14,Yes,2020-10-16 07:00:00,1,36.0,Adult
6776,2020-12-10 05:00:00,2020-10-09 07:00:00,09-10-20 20:12,Lucknow,508,KIDNAPPING,71,M,UNKNOWN,Other Crime,16,No,,0,,Senior
6777,2020-09-10 20:00:00,2020-10-09 08:00:00,10-10-20 6:44,Meerut,569,COUNTERFEITING,78,F,UNKNOWN,Other Crime,6,Yes,2020-07-12 20:00:00,1,-60.0,Senior
6778,2020-10-10 03:00:00,2020-10-09 09:00:00,10-10-20 8:06,Mumbai,394,TRAFFIC VIOLATION,13,M,Blunt Object,Traffic Fatality,6,Yes,2020-10-26 03:00:00,1,16.0,Minor
6779,2020-10-10 00:00:00,2020-10-09 10:00:00,10-10-20 2:16,Surat,583,SEXUAL ASSAULT,65,F,Blunt Object,Violent Crime,10,No,,0,,Senior
6780,2020-12-10 02:00:00,2020-10-09 11:00:00,10-10-20 6:01,Bangalore,429,SEXUAL ASSAULT,59,F,Poison,Violent Crime,15,Yes,2022-04-21 02:00:00,1,497.0,Middle Aged
6781,2020-10-10 10:00:00,2020-10-09 12:00:00,10-10-20 5:10,Ahmedabad,406,CYBERCRIME,15,F,Blunt Object,Other Crime,15,Yes,2020-12-14 10:00:00,1,65.0,Minor
6782,2020-11-10 15:00:00,2020-10-09 13:00:00,10-10-20 10:45,Ghaziabad,453,FIREARM OFFENSE,67,M,Blunt Object,Fire Accident,9,No,,0,,Senior
6783,2020-10-10 06:00:00,2020-10-09 14:00:00,10-10-20 3:57,Delhi,323,IDENTITY THEFT,32,M,Blunt Object,Violent Crime,13,No,,0,,Adult
6784,2020-10-10 18:00:00,2020-10-09 15:00:00,10-10-20 13:21,Chennai,267,HOMICIDE,59,F,Other,Other Crime,16,No,,0,,Middle Aged
6785,2020-11-10 11:00:00,2020-10-09 16:00:00,10-10-20 14:54,Bangalore,158,IDENTITY THEFT,49,F,Explosives,Violent Crime,18,Yes,2020-12-31 11:00:00,1,51.0,Middle Aged
6786,2020-12-10 12:00:00,2020-10-09 17:00:00,09-10-20 22:43,Delhi,518,BURGLARY,18,F,Knife,Other Crime,7,Yes,2021-03-24 12:00:00,1,104.0,Young Adult
6787,2020-12-10 12:00:00,2020-10-09 18:00:00,09-10-20 20:51,Chennai,304,ARSON,57,M,UNKNOWN,Fire Accident,6,Yes,2020-11-26 12:00:00,1,-14.0,Middle Aged
6788,2020-11-10 17:00:00,2020-10-09 19:00:00,09-10-20 19:53,Mumbai,108,FRAUD,70,F,Poison,Other Crime,7,Yes,2020-12-19 17:00:00,1,39.0,Senior
6789,2020-10-10 02:00:00,2020-10-09 20:00:00,10-10-20 0:48,Hyderabad,148,FIREARM OFFENSE,29,F,Other,Fire Accident,5,No,,0,,Young Adult
6790,2020-10-10 03:00:00,2020-10-09 21:00:00,10-10-20 16:07,Chennai,100,PUBLIC INTOXICATION,77,F,Firearm,Other Crime,6,No,,0,,Senior
6791,2020-10-10 12:00:00,2020-10-09 22:00:00,10-10-20 21:56,Nashik,361,DOMESTIC VIOLENCE,34,F,Explosives,Violent Crime,17,Yes,2020-12-29 12:00:00,1,80.0,Adult
6792,2020-10-10 15:00:00,2020-10-09 23:00:00,10-10-20 2:29,Hyderabad,284,CYBERCRIME,68,M,Blunt Object,Other Crime,6,Yes,2020-12-17 15:00:00,1,68.0,Senior
6793,2020-12-10 07:00:00,2020-10-10 00:00:00,10-10-20 1:25,Delhi,536,FRAUD,38,M,Knife,Other Crime,18,No,,0,,Adult
6794,2020-11-10 01:00:00,2020-10-10 01:00:00,10-10-20 15:44,Varanasi,467,VANDALISM,10,F,Knife,Other Crime,1,No,,0,,Minor
6795,2020-12-10 06:00:00,2020-10-10 02:00:00,10-10-20 5:11,Bangalore,576,SEXUAL ASSAULT,77,F,Knife,Violent Crime,10,Yes,2021-10-23 06:00:00,1,317.0,Senior
6796,2020-12-10 13:00:00,2020-10-10 03:00:00,10-10-20 14:09,Bangalore,114,DOMESTIC VIOLENCE,50,M,Explosives,Violent Crime,16,No,,0,,Middle Aged
6797,2020-12-10 04:00:00,2020-10-10 04:00:00,10-10-20 7:22,Hyderabad,106,SHOPLIFTING,60,F,Poison,Other Crime,15,No,,0,,Middle Aged
6798,2020-11-10 06:00:00,2020-10-10 05:00:00,10-10-20 18:20,Hyderabad,172,VEHICLE - STOLEN,67,M,Blunt Object,Violent Crime,9,No,,0,,Senior
6799,2020-11-10 20:00:00,2020-10-10 06:00:00,10-10-20 8:11,Delhi,312,ASSAULT,56,F,Firearm,Violent Crime,13,No,,0,,Middle Aged
6800,2020-11-10 11:00:00,2020-10-10 07:00:00,10-10-20 12:27,Surat,343,ARSON,77,M,Knife,Fire Accident,3,No,,0,,Senior
6801,2020-11-10 20:00:00,2020-10-10 08:00:00,10-10-20 12:39,Thane,473,FIREARM OFFENSE,44,F,Firearm,Fire Accident,17,No,,0,,Adult
6802,2020-11-10 04:00:00,2020-10-10 09:00:00,10-10-20 9:15,Mumbai,580,BURGLARY,13,F,Poison,Other Crime,1,No,,0,,Minor
6803,2020-12-10 02:00:00,2020-10-10 10:00:00,10-10-20 21:57,Srinagar,305,VANDALISM,27,M,Explosives,Other Crime,13,Yes,2020-04-11 02:00:00,1,-243.0,Young Adult
6804,2020-12-10 11:00:00,2020-10-10 11:00:00,11-10-20 3:18,Bangalore,458,ILLEGAL POSSESSION,52,F,Blunt Object,Other Crime,9,Yes,2020-08-11 11:00:00,1,-121.0,Middle Aged
6805,2020-11-10 02:00:00,2020-10-10 12:00:00,10-10-20 15:08,Kolkata,210,SEXUAL ASSAULT,36,F,Blunt Object,Violent Crime,13,No,,0,,Adult
6806,2020-12-10 13:00:00,2020-10-10 13:00:00,10-10-20 22:36,Bhopal,593,ASSAULT,22,F,UNKNOWN,Violent Crime,1,No,,0,,Young Adult
6807,2020-12-10 23:00:00,2020-10-10 14:00:00,10-10-20 23:07,Delhi,471,PUBLIC INTOXICATION,78,F,Explosives,Other Crime,13,Yes,2020-10-23 23:00:00,1,-48.0,Senior
6808,2020-11-10 04:00:00,2020-10-10 15:00:00,11-10-20 7:06,Kolkata,556,HOMICIDE,70,F,Blunt Object,Other Crime,2,No,,0,,Senior
6809,2020-10-10 18:00:00,2020-10-10 16:00:00,11-10-20 1:42,Hyderabad,153,SEXUAL ASSAULT,33,F,Knife,Violent Crime,9,Yes,2022-08-01 18:00:00,1,660.0,Adult
6810,2020-11-10 15:00:00,2020-10-10 17:00:00,10-10-20 18:07,Lucknow,333,COUNTERFEITING,18,M,Blunt Object,Other Crime,3,Yes,2020-12-11 15:00:00,1,31.0,Young Adult
6811,2020-12-10 18:00:00,2020-10-10 18:00:00,11-10-20 17:04,Hyderabad,262,SEXUAL ASSAULT,74,F,Knife,Violent Crime,8,Yes,2022-05-17 18:00:00,1,523.0,Senior
6812,2020-11-10 15:00:00,2020-10-10 19:00:00,11-10-20 15:42,Chennai,539,ARSON,32,M,UNKNOWN,Fire Accident,10,No,,0,,Adult
6813,2020-12-10 20:00:00,2020-10-10 20:00:00,11-10-20 9:16,Chennai,474,KIDNAPPING,35,M,Poison,Other Crime,6,No,,0,,Adult
6814,2020-12-10 13:00:00,2020-10-10 21:00:00,11-10-20 17:40,Hyderabad,563,BURGLARY,23,F,Firearm,Other Crime,17,Yes,2020-04-12 13:00:00,1,-242.0,Young Adult
6815,2020-10-13 03:00:00,2020-10-10 22:00:00,11-10-20 11:29,Nagpur,568,ROBBERY,37,F,Firearm,Violent Crime,1,Yes,2021-08-01 03:00:00,1,292.0,Adult
6816,2020-11-10 16:00:00,2020-10-10 23:00:00,11-10-20 16:27,Chennai,115,CYBERCRIME,78,F,Poison,Other Crime,6,Yes,2020-11-20 16:00:00,1,10.0,Senior
6817,2020-11-10 13:00:00,2020-10-11 00:00:00,11-10-20 17:34,Mumbai,278,VANDALISM,16,M,Blunt Object,Other Crime,2,No,,0,,Minor
6818,2020-10-13 08:00:00,2020-10-11 01:00:00,11-10-20 21:25,Nagpur,458,ILLEGAL POSSESSION,75,F,Knife,Other Crime,7,No,,0,,Senior
6819,2020-10-13 03:00:00,2020-10-11 02:00:00,11-10-20 15:25,Bangalore,459,ILLEGAL POSSESSION,58,M,Other,Other Crime,2,Yes,2021-01-01 03:00:00,1,80.0,Middle Aged
6820,2020-12-10 11:00:00,2020-10-11 03:00:00,11-10-20 4:46,Delhi,376,IDENTITY THEFT,14,F,Poison,Violent Crime,18,Yes,2020-12-15 11:00:00,1,5.0,Minor
6821,2020-12-10 02:00:00,2020-10-11 04:00:00,11-10-20 12:54,Nashik,222,FIREARM OFFENSE,54,F,UNKNOWN,Fire Accident,14,No,,0,,Middle Aged
6822,2020-12-10 07:00:00,2020-10-11 05:00:00,11-10-20 22:55,Kolkata,142,IDENTITY THEFT,25,F,Explosives,Violent Crime,1,No,,0,,Young Adult
6823,2020-11-10 20:00:00,2020-10-11 06:00:00,11-10-20 7:00,Delhi,102,SHOPLIFTING,50,M,Other,Other Crime,10,No,,0,,Middle Aged
6824,2020-10-14 03:00:00,2020-10-11 07:00:00,11-10-20 17:11,Patna,577,CYBERCRIME,51,M,Other,Other Crime,4,No,,0,,Middle Aged
6825,2020-11-10 16:00:00,2020-10-11 08:00:00,11-10-20 17:59,Agra,367,DRUG OFFENSE,21,M,Other,Other Crime,2,No,,0,,Young Adult
6826,2020-10-13 03:00:00,2020-10-11 09:00:00,11-10-20 18:05,Bhopal,368,PUBLIC INTOXICATION,21,F,Knife,Other Crime,9,Yes,2020-10-23 03:00:00,1,10.0,Young Adult
6827,2020-12-10 18:00:00,2020-10-11 10:00:00,11-10-20 16:22,Bangalore,160,SEXUAL ASSAULT,72,F,Poison,Violent Crime,10,No,,0,,Senior
6828,2020-12-10 05:00:00,2020-10-11 11:00:00,12-10-20 1:44,Delhi,423,ARSON,12,M,UNKNOWN,Fire Accident,17,Yes,2021-03-01 05:00:00,1,81.0,Minor
6829,2020-11-10 17:00:00,2020-10-11 12:00:00,11-10-20 18:58,Surat,502,ASSAULT,19,M,Firearm,Violent Crime,14,Yes,2021-02-01 17:00:00,1,83.0,Young Adult
6830,2020-10-13 04:00:00,2020-10-11 13:00:00,12-10-20 1:36,Delhi,374,COUNTERFEITING,39,F,Poison,Other Crime,1,No,,0,,Adult
6831,2020-10-13 19:00:00,2020-10-11 14:00:00,12-10-20 1:01,Ludhiana,375,FIREARM OFFENSE,43,M,Knife,Fire Accident,10,No,,0,,Adult
6832,2020-12-10 10:00:00,2020-10-11 15:00:00,11-10-20 21:09,Lucknow,578,IDENTITY THEFT,61,F,Poison,Violent Crime,11,Yes,2020-11-16 10:00:00,1,-24.0,Senior
6833,2020-12-10 12:00:00,2020-10-11 16:00:00,11-10-20 19:30,Delhi,565,HOMICIDE,18,F,Other,Other Crime,5,Yes,2021-05-10 12:00:00,1,151.0,Young Adult
6834,2020-10-14 10:00:00,2020-10-11 17:00:00,12-10-20 9:50,Hyderabad,158,BURGLARY,34,F,Poison,Other Crime,6,No,,0,,Adult
6835,2020-10-14 12:00:00,2020-10-11 18:00:00,12-10-20 15:21,Mumbai,461,SEXUAL ASSAULT,19,F,Explosives,Violent Crime,19,Yes,2022-06-25 12:00:00,1,619.0,Young Adult
6836,2020-10-13 19:00:00,2020-10-11 19:00:00,12-10-20 17:04,Ghaziabad,285,TRAFFIC VIOLATION,63,F,Poison,Traffic Fatality,11,No,,0,,Senior
6837,2020-12-10 17:00:00,2020-10-11 20:00:00,12-10-20 4:30,Nagpur,494,ILLEGAL POSSESSION,32,F,Firearm,Other Crime,10,Yes,2020-12-18 17:00:00,1,8.0,Adult
6838,2020-10-14 09:00:00,2020-10-11 21:00:00,11-10-20 21:10,Ahmedabad,576,FIREARM OFFENSE,49,F,UNKNOWN,Fire Accident,10,Yes,2020-12-28 09:00:00,1,75.0,Middle Aged
6839,2020-10-13 16:00:00,2020-10-11 22:00:00,12-10-20 21:37,Jaipur,239,SEXUAL ASSAULT,25,M,Blunt Object,Violent Crime,14,No,,0,,Young Adult
6840,2020-10-13 14:00:00,2020-10-11 23:00:00,12-10-20 4:43,Delhi,316,ILLEGAL POSSESSION,20,M,Poison,Other Crime,4,No,,0,,Young Adult
6841,2020-10-13 19:00:00,2020-10-12 00:00:00,12-10-20 21:44,Ludhiana,150,FIREARM OFFENSE,35,F,Blunt Object,Fire Accident,9,No,,0,,Adult
6842,2020-12-10 07:00:00,2020-10-12 01:00:00,12-10-20 9:11,Ghaziabad,104,TRAFFIC VIOLATION,45,F,Firearm,Traffic Fatality,8,Yes,2020-10-20 07:00:00,1,-51.0,Adult
6843,2020-10-13 23:00:00,2020-10-12 02:00:00,12-10-20 4:27,Delhi,569,ROBBERY,59,F,Poison,Violent Crime,7,No,,0,,Middle Aged
6844,2020-10-14 10:00:00,2020-10-12 03:00:00,12-10-20 9:50,Kalyan,515,KIDNAPPING,79,M,Other,Other Crime,1,Yes,2020-11-11 10:00:00,1,28.0,Senior
6845,2020-10-13 17:00:00,2020-10-12 04:00:00,12-10-20 23:50,Delhi,222,ARSON,60,F,Knife,Fire Accident,8,Yes,2020-01-12 17:00:00,1,-275.0,Middle Aged
6846,2020-10-13 09:00:00,2020-10-12 05:00:00,13-10-20 1:29,Jaipur,519,CYBERCRIME,73,F,Poison,Other Crime,7,Yes,2020-10-25 09:00:00,1,12.0,Senior
6847,2020-10-14 12:00:00,2020-10-12 06:00:00,12-10-20 20:12,Mumbai,113,ASSAULT,31,F,UNKNOWN,Violent Crime,16,Yes,2021-05-01 12:00:00,1,199.0,Adult
6848,2020-10-15 06:00:00,2020-10-12 07:00:00,12-10-20 9:18,Pune,308,TRAFFIC VIOLATION,14,M,Other,Traffic Fatality,5,No,,0,,Minor
6849,2020-10-13 01:00:00,2020-10-12 08:00:00,13-10-20 6:20,Surat,253,TRAFFIC VIOLATION,77,M,Explosives,Traffic Fatality,15,Yes,2020-10-19 01:00:00,1,6.0,Senior
6850,2020-10-15 00:00:00,2020-10-12 09:00:00,12-10-20 17:57,Indore,216,FIREARM OFFENSE,50,M,Knife,Fire Accident,17,No,,0,,Middle Aged
6851,2020-12-10 12:00:00,2020-10-12 10:00:00,13-10-20 5:09,Bangalore,366,BURGLARY,20,M,Explosives,Other Crime,15,No,,0,,Young Adult
6852,2020-10-14 11:00:00,2020-10-12 11:00:00,12-10-20 16:42,Nagpur,343,ASSAULT,51,F,Knife,Violent Crime,2,No,,0,,Middle Aged
6853,2020-12-10 21:00:00,2020-10-12 12:00:00,13-10-20 0:22,Bhopal,105,IDENTITY THEFT,75,F,Blunt Object,Violent Crime,12,No,,0,,Senior
6854,2020-10-14 13:00:00,2020-10-12 13:00:00,13-10-20 8:35,Hyderabad,359,HOMICIDE,60,M,UNKNOWN,Other Crime,18,No,,0,,Middle Aged
6855,2020-12-10 16:00:00,2020-10-12 14:00:00,13-10-20 2:13,Ahmedabad,452,VANDALISM,70,F,Poison,Other Crime,11,No,,0,,Senior
6856,2020-10-14 15:00:00,2020-10-12 15:00:00,12-10-20 18:15,Hyderabad,338,BURGLARY,58,M,Knife,Other Crime,7,No,,0,,Middle Aged
6857,2020-10-14 15:00:00,2020-10-12 16:00:00,12-10-20 20:29,Ludhiana,561,FIREARM OFFENSE,19,F,Poison,Fire Accident,4,Yes,2020-12-15 15:00:00,1,62.0,Young Adult
6858,2020-10-15 12:00:00,2020-10-12 17:00:00,13-10-20 4:43,Delhi,144,ASSAULT,78,M,Knife,Violent Crime,11,Yes,2020-11-17 12:00:00,1,33.0,Senior
6859,2020-10-15 08:00:00,2020-10-12 18:00:00,13-10-20 12:13,Delhi,542,HOMICIDE,44,F,Poison,Other Crime,16,Yes,2021-05-06 08:00:00,1,203.0,Adult
6860,2020-10-13 13:00:00,2020-10-12 19:00:00,13-10-20 2:00,Kolkata,194,HOMICIDE,66,M,Knife,Other Crime,3,No,,0,,Senior
6861,2020-10-15 00:00:00,2020-10-12 20:00:00,12-10-20 23:55,Jaipur,525,ILLEGAL POSSESSION,65,F,UNKNOWN,Other Crime,12,Yes,2020-10-11 00:00:00,1,-4.0,Senior
6862,2020-10-14 17:00:00,2020-10-12 21:00:00,13-10-20 4:57,Kalyan,589,ARSON,64,F,Explosives,Fire Accident,1,Yes,2020-12-25 17:00:00,1,72.0,Senior
6863,2020-10-13 06:00:00,2020-10-12 22:00:00,12-10-20 23:27,Delhi,128,EXTORTION,24,M,Firearm,Other Crime,18,No,,0,,Young Adult
6864,2020-10-15 08:00:00,2020-10-12 23:00:00,13-10-20 15:23,Faridabad,142,ILLEGAL POSSESSION,21,M,Explosives,Other Crime,16,Yes,2020-09-11 08:00:00,1,-34.0,Young Adult
6865,2020-10-15 15:00:00,2020-10-13 00:00:00,13-10-20 21:50,Delhi,311,EXTORTION,65,M,UNKNOWN,Other Crime,9,No,,0,,Senior
6866,2020-10-13 14:00:00,2020-10-13 01:00:00,13-10-20 4:10,Delhi,414,FIREARM OFFENSE,19,M,Firearm,Fire Accident,15,Yes,2021-09-01 14:00:00,1,323.0,Young Adult
6867,2020-10-13 21:00:00,2020-10-13 02:00:00,13-10-20 17:25,Jaipur,224,ROBBERY,78,F,Other,Violent Crime,2,Yes,2020-12-15 21:00:00,1,63.0,Senior
6868,2020-10-13 05:00:00,2020-10-13 03:00:00,13-10-20 10:43,Visakhapatnam,331,HOMICIDE,66,F,UNKNOWN,Other Crime,16,Yes,2022-03-15 05:00:00,1,518.0,Senior
6869,2020-10-15 08:00:00,2020-10-13 04:00:00,13-10-20 4:45,Visakhapatnam,394,DRUG OFFENSE,60,F,Blunt Object,Other Crime,3,Yes,2020-11-25 08:00:00,1,41.0,Middle Aged
6870,2020-10-15 14:00:00,2020-10-13 05:00:00,13-10-20 16:47,Visakhapatnam,101,DRUG OFFENSE,77,F,Blunt Object,Other Crime,4,Yes,2020-07-12 14:00:00,1,-95.0,Senior
6871,2020-10-15 00:00:00,2020-10-13 06:00:00,13-10-20 7:06,Chennai,174,EXTORTION,78,F,Knife,Other Crime,2,No,,0,,Senior
6872,2020-10-16 02:00:00,2020-10-13 07:00:00,13-10-20 8:39,Srinagar,387,SHOPLIFTING,68,M,UNKNOWN,Other Crime,1,Yes,2020-03-12 02:00:00,1,-218.0,Senior
6873,2020-10-15 16:00:00,2020-10-13 08:00:00,14-10-20 1:05,Rajkot,320,BURGLARY,22,F,Firearm,Other Crime,16,No,,0,,Young Adult
6874,2020-10-16 06:00:00,2020-10-13 09:00:00,13-10-20 9:49,Hyderabad,432,ARSON,14,F,Other,Fire Accident,6,Yes,2020-11-13 06:00:00,1,28.0,Minor
6875,2020-10-15 10:00:00,2020-10-13 10:00:00,13-10-20 17:57,Hyderabad,303,PUBLIC INTOXICATION,16,F,Poison,Other Crime,18,Yes,2020-12-11 10:00:00,1,57.0,Minor
6876,2020-10-15 08:00:00,2020-10-13 11:00:00,13-10-20 15:38,Bangalore,149,EXTORTION,72,F,UNKNOWN,Other Crime,16,Yes,2020-12-11 08:00:00,1,57.0,Senior
6877,2020-10-13 13:00:00,2020-10-13 12:00:00,14-10-20 2:07,Faridabad,585,DOMESTIC VIOLENCE,27,F,UNKNOWN,Violent Crime,17,No,,0,,Young Adult
6878,2020-10-13 23:00:00,2020-10-13 13:00:00,13-10-20 20:17,Bangalore,469,DRUG OFFENSE,51,M,UNKNOWN,Other Crime,9,Yes,2021-04-01 23:00:00,1,170.0,Middle Aged
6879,2020-10-14 01:00:00,2020-10-13 14:00:00,13-10-20 17:24,Mumbai,380,HOMICIDE,50,F,Knife,Other Crime,5,Yes,2021-12-13 01:00:00,1,425.0,Middle Aged
6880,2020-10-14 19:00:00,2020-10-13 15:00:00,13-10-20 23:07,Ahmedabad,483,KIDNAPPING,41,F,Blunt Object,Other Crime,8,No,,0,,Adult
6881,2020-10-13 21:00:00,2020-10-13 16:00:00,14-10-20 5:31,Delhi,513,ILLEGAL POSSESSION,16,F,Blunt Object,Other Crime,12,Yes,2020-06-12 21:00:00,1,-123.0,Minor
6882,2020-10-15 10:00:00,2020-10-13 17:00:00,14-10-20 9:35,Bangalore,484,HOMICIDE,14,M,Other,Other Crime,5,Yes,2022-08-13 10:00:00,1,667.0,Minor
6883,2020-10-14 07:00:00,2020-10-13 18:00:00,14-10-20 11:30,Ghaziabad,588,ASSAULT,18,F,UNKNOWN,Violent Crime,8,No,,0,,Young Adult
6884,2020-10-13 23:00:00,2020-10-13 19:00:00,14-10-20 0:40,Varanasi,545,CYBERCRIME,52,F,Firearm,Other Crime,12,Yes,2020-11-26 23:00:00,1,44.0,Middle Aged
6885,2020-10-14 15:00:00,2020-10-13 20:00:00,14-10-20 6:54,Delhi,562,DOMESTIC VIOLENCE,58,F,Blunt Object,Violent Crime,7,Yes,2020-11-28 15:00:00,1,45.0,Middle Aged
6886,2020-10-14 11:00:00,2020-10-13 21:00:00,14-10-20 11:58,Delhi,283,KIDNAPPING,53,F,Knife,Other Crime,17,No,,0,,Middle Aged
6887,2020-10-16 19:00:00,2020-10-13 22:00:00,14-10-20 18:16,Kalyan,575,ROBBERY,37,F,Knife,Violent Crime,3,No,,0,,Adult
6888,2020-10-16 03:00:00,2020-10-13 23:00:00,14-10-20 0:53,Patna,266,ARSON,21,M,Firearm,Fire Accident,10,Yes,2020-05-11 03:00:00,1,-158.0,Young Adult
6889,2020-10-15 15:00:00,2020-10-14 00:00:00,14-10-20 12:25,Mumbai,447,VANDALISM,62,F,Poison,Other Crime,18,Yes,2020-10-11 15:00:00,1,-4.0,Senior
6890,2020-10-14 13:00:00,2020-10-14 01:00:00,14-10-20 7:43,Mumbai,169,ILLEGAL POSSESSION,60,M,Other,Other Crime,9,Yes,2020-11-22 13:00:00,1,39.0,Middle Aged
6891,2020-10-16 01:00:00,2020-10-14 02:00:00,14-10-20 20:57,Chennai,464,ROBBERY,54,F,Other,Violent Crime,4,No,,0,,Middle Aged
6892,2020-10-14 22:00:00,2020-10-14 03:00:00,14-10-20 4:25,Pune,186,SHOPLIFTING,75,M,Blunt Object,Other Crime,3,No,,0,,Senior
6893,2020-10-15 17:00:00,2020-10-14 04:00:00,15-10-20 2:38,Kolkata,420,HOMICIDE,10,F,Firearm,Other Crime,14,Yes,2021-11-12 17:00:00,1,393.0,Minor
6894,2020-10-15 21:00:00,2020-10-14 05:00:00,14-10-20 13:31,Ahmedabad,209,DOMESTIC VIOLENCE,22,F,Explosives,Violent Crime,19,No,,0,,Young Adult
6895,2020-10-16 19:00:00,2020-10-14 06:00:00,15-10-20 4:49,Mumbai,324,EXTORTION,35,F,Firearm,Other Crime,9,No,,0,,Adult
6896,2020-10-17 04:00:00,2020-10-14 07:00:00,14-10-20 13:04,Delhi,199,ARSON,34,F,Firearm,Fire Accident,5,No,,0,,Adult
6897,2020-10-16 03:00:00,2020-10-14 08:00:00,14-10-20 23:55,Kanpur,488,HOMICIDE,12,F,Firearm,Other Crime,12,Yes,2021-02-05 03:00:00,1,112.0,Minor
6898,2020-10-14 23:00:00,2020-10-14 09:00:00,15-10-20 2:39,Kanpur,491,TRAFFIC VIOLATION,53,F,Knife,Traffic Fatality,16,No,,0,,Middle Aged
6899,2020-10-16 09:00:00,2020-10-14 10:00:00,14-10-20 11:09,Kolkata,455,ILLEGAL POSSESSION,40,F,Blunt Object,Other Crime,4,Yes,2020-11-20 09:00:00,1,35.0,Adult
6900,2020-10-17 00:00:00,2020-10-14 11:00:00,15-10-20 6:16,Indore,268,ROBBERY,33,F,Explosives,Violent Crime,7,No,,0,,Adult
6901,2020-10-15 23:00:00,2020-10-14 12:00:00,14-10-20 19:23,Kolkata,455,VEHICLE - STOLEN,68,F,Poison,Violent Crime,19,No,,0,,Senior
6902,2020-10-16 13:00:00,2020-10-14 13:00:00,15-10-20 7:19,Ghaziabad,401,KIDNAPPING,32,F,UNKNOWN,Other Crime,10,No,,0,,Adult
6903,2020-10-17 06:00:00,2020-10-14 14:00:00,14-10-20 16:47,Agra,361,BURGLARY,71,F,Firearm,Other Crime,14,Yes,2021-03-21 06:00:00,1,155.0,Senior
6904,2020-10-17 05:00:00,2020-10-14 15:00:00,14-10-20 22:50,Delhi,233,PUBLIC INTOXICATION,10,M,UNKNOWN,Other Crime,1,No,,0,,Minor
6905,2020-10-16 15:00:00,2020-10-14 16:00:00,15-10-20 9:01,Lucknow,521,COUNTERFEITING,55,M,Knife,Other Crime,5,No,,0,,Middle Aged
6906,2020-10-15 22:00:00,2020-10-14 17:00:00,15-10-20 10:15,Hyderabad,310,VANDALISM,26,F,Explosives,Other Crime,17,Yes,2020-10-28 22:00:00,1,13.0,Young Adult
6907,2020-10-15 04:00:00,2020-10-14 18:00:00,15-10-20 14:30,Chennai,529,KIDNAPPING,54,F,Blunt Object,Other Crime,6,Yes,2020-07-12 04:00:00,1,-95.0,Middle Aged
6908,2020-10-16 00:00:00,2020-10-14 19:00:00,15-10-20 14:25,Bangalore,183,BURGLARY,41,M,Other,Other Crime,11,No,,0,,Adult
6909,2020-10-16 15:00:00,2020-10-14 20:00:00,14-10-20 20:55,Chennai,291,ILLEGAL POSSESSION,47,F,Explosives,Other Crime,12,No,,0,,Middle Aged
6910,2020-10-16 02:00:00,2020-10-14 21:00:00,15-10-20 2:14,Hyderabad,300,IDENTITY THEFT,21,F,Explosives,Violent Crime,18,Yes,2020-12-26 02:00:00,1,71.0,Young Adult
6911,2020-10-16 06:00:00,2020-10-14 22:00:00,15-10-20 12:30,Kanpur,480,CYBERCRIME,56,M,UNKNOWN,Other Crime,15,Yes,2020-11-27 06:00:00,1,42.0,Middle Aged
6912,2020-10-16 12:00:00,2020-10-14 23:00:00,15-10-20 12:26,Lucknow,387,BURGLARY,68,F,Blunt Object,Other Crime,17,Yes,2021-12-02 12:00:00,1,412.0,Senior
6913,2020-10-17 06:00:00,2020-10-15 00:00:00,15-10-20 14:20,Lucknow,167,EXTORTION,76,F,Other,Other Crime,8,No,,0,,Senior
6914,2020-10-15 21:00:00,2020-10-15 01:00:00,15-10-20 2:48,Delhi,336,ASSAULT,35,F,Poison,Violent Crime,10,Yes,2020-11-20 21:00:00,1,36.0,Adult
6915,2020-10-15 03:00:00,2020-10-15 02:00:00,15-10-20 10:31,Lucknow,292,BURGLARY,68,F,Other,Other Crime,10,No,,0,,Senior
6916,2020-10-17 06:00:00,2020-10-15 03:00:00,15-10-20 12:33,Kolkata,350,DOMESTIC VIOLENCE,20,F,UNKNOWN,Violent Crime,5,Yes,2020-12-27 06:00:00,1,71.0,Young Adult
6917,2020-10-16 17:00:00,2020-10-15 04:00:00,15-10-20 19:01,Ghaziabad,402,VEHICLE - STOLEN,37,M,UNKNOWN,Violent Crime,7,No,,0,,Adult
6918,2020-10-15 06:00:00,2020-10-15 05:00:00,16-10-20 0:07,Varanasi,256,DRUG OFFENSE,76,F,Other,Other Crime,17,Yes,2020-11-17 06:00:00,1,33.0,Senior
6919,2020-10-16 12:00:00,2020-10-15 06:00:00,15-10-20 8:04,Delhi,393,BURGLARY,53,F,Knife,Other Crime,8,No,,0,,Middle Aged
