,report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,case_closed_flag,case_resolution_days,victim_age_group
798,799,2020-05-02 17:00:00,2020-02-03 06:00:00,03-02-20 18:46,Hyderabad,272,TRAFFIC VIOLATION,23,F,Knife,Traffic Fatality,17,No,,0,,Young Adult
799,800,2020-04-02 06:00:00,2020-02-03 07:00:00,03-02-20 21:45,Bhopal,232,KIDNAPPING,12,F,Blunt Object,Other Crime,5,No,,0,,Minor
800,801,2020-05-02 23:00:00,2020-02-03 08:00:00,03-02-20 12:23,Mumbai,436,ILLEGAL POSSESSION,57,F,Knife,Other Crime,18,No,,0,,Middle Aged
806,807,2020-04-02 04:00:00,2020-02-03 14:00:00,03-02-20 14:32,Mumbai,272,DOMESTIC VIOLENCE,14,F,Other,Violent Crime,4,Yes,2020-01-05 04:00:00,1,-88.0,Minor
810,811,2020-06-02 09:00:00,2020-02-03 18:00:00,03-02-20 22:00,Kolkata,525,FRAUD,29,F,Blunt Object,Other Crime,5,Yes,2020-11-03 09:00:00,1,154.0,Young Adult
811,812,2020-03-02 20:00:00,2020-02-03 19:00:00,03-02-20 21:29,Mumbai,446,CYBERCRIME,43,F,UNKNOWN,Other Crime,5,No,,0,,Adult
812,813,2020-04-02 09:00:00,2020-02-03 20:00:00,04-02-20 0:36,Ludhiana,243,EXTORTION,75,F,Poison,Other Crime,5,No,,0,,Senior
813,814,2020-06-02 12:00:00,2020-02-03 21:00:00,04-02-20 11:41,Bhopal,303,FIREARM OFFENSE,20,F,Explosives,Fire Accident,17,No,,0,,Young Adult
816,817,2020-06-02 03:00:00,2020-02-04 00:00:00,04-02-20 13:14,Kanpur,234,VEHICLE - STOLEN,16,F,Other,Violent Crime,5,Yes,2020-02-13 03:00:00,1,-110.0,Minor
817,818,2020-05-02 07:00:00,2020-02-04 01:00:00,04-02-20 11:08,Hyderabad,204,ASSAULT,67,F,Knife,Violent Crime,4,No,,0,,Senior
818,819,2020-05-02 11:00:00,2020-02-04 02:00:00,04-02-20 20:58,Ahmedabad,258,SEXUAL ASSAULT,37,F,UNKNOWN,Violent Crime,13,Yes,2020-04-08 11:00:00,1,-24.0,Adult
819,820,2020-06-02 19:00:00,2020-02-04 03:00:00,04-02-20 7:28,Kanpur,470,SHOPLIFTING,62,F,UNKNOWN,Other Crime,16,No,,0,,Senior
820,821,2020-06-02 00:00:00,2020-02-04 04:00:00,05-02-20 1:12,Hyderabad,408,FIREARM OFFENSE,76,F,Blunt Object,Fire Accident,5,Yes,2020-11-03 00:00:00,1,154.0,Senior
821,822,2020-05-02 09:00:00,2020-02-04 05:00:00,04-02-20 20:00,Pune,564,FRAUD,13,F,Blunt Object,Other Crime,12,No,,0,,Minor
822,823,2020-06-02 17:00:00,2020-02-04 06:00:00,04-02-20 20:28,Kolkata,340,ASSAULT,34,F,Other,Violent Crime,8,Yes,2020-03-14 17:00:00,1,-80.0,Adult
825,826,2020-05-02 05:00:00,2020-02-04 09:00:00,04-02-20 9:21,Bangalore,204,PUBLIC INTOXICATION,68,F,Knife,Other Crime,4,Yes,2020-02-27 05:00:00,1,-65.0,Senior
826,827,2020-07-02 05:00:00,2020-02-04 10:00:00,05-02-20 2:46,Bhopal,548,VEHICLE - STOLEN,18,F,Blunt Object,Violent Crime,7,No,,0,,Young Adult
827,828,2020-06-02 03:00:00,2020-02-04 11:00:00,05-02-20 2:26,Pune,328,DOMESTIC VIOLENCE,46,F,Explosives,Violent Crime,16,No,,0,,Middle Aged
830,831,2020-04-02 15:00:00,2020-02-04 14:00:00,04-02-20 17:02,Nashik,597,TRAFFIC VIOLATION,67,F,Firearm,Traffic Fatality,9,Yes,2020-02-25 15:00:00,1,-37.0,Senior
831,832,2020-07-02 08:00:00,2020-02-04 15:00:00,05-02-20 13:55,Kanpur,315,SHOPLIFTING,38,F,Other,Other Crime,4,No,,0,,Adult
833,834,2020-04-02 18:00:00,2020-02-04 17:00:00,05-02-20 16:24,Chennai,222,DOMESTIC VIOLENCE,16,F,Poison,Violent Crime,5,Yes,2020-04-27 18:00:00,1,25.0,Minor
834,835,2020-06-02 03:00:00,2020-02-04 18:00:00,05-02-20 9:03,Hyderabad,433,SEXUAL ASSAULT,36,F,Knife,Violent Crime,13,No,,0,,Adult
836,837,2020-06-02 11:00:00,2020-02-04 20:00:00,05-02-20 1:22,Pune,442,ARSON,28,F,Other,Fire Accident,1,Yes,2020-12-03 11:00:00,1,184.0,Young Adult
837,838,2020-06-02 05:00:00,2020-02-04 21:00:00,05-02-20 14:09,Delhi,599,VEHICLE - STOLEN,41,F,Knife,Violent Crime,11,No,,0,,Adult
839,840,2020-07-02 07:00:00,2020-02-04 23:00:00,05-02-20 13:29,Hyderabad,163,HOMICIDE,35,F,Firearm,Other Crime,17,No,,0,,Adult
841,842,2020-05-02 17:00:00,2020-02-05 01:00:00,05-02-20 8:44,Visakhapatnam,476,ARSON,63,F,Poison,Fire Accident,13,Yes,2020-02-04 17:00:00,1,-88.0,Senior
842,843,2020-07-02 15:00:00,2020-02-05 02:00:00,05-02-20 7:10,Ludhiana,134,EXTORTION,72,F,Firearm,Other Crime,9,Yes,2020-04-29 15:00:00,1,-64.0,Senior
843,844,2020-06-02 17:00:00,2020-02-05 03:00:00,05-02-20 6:58,Chennai,459,IDENTITY THEFT,52,F,Firearm,Violent Crime,11,No,,0,,Middle Aged
844,845,2020-07-02 10:00:00,2020-02-05 04:00:00,05-02-20 15:56,Kalyan,249,DOMESTIC VIOLENCE,23,F,Poison,Violent Crime,1,Yes,2020-03-21 10:00:00,1,-103.0,Young Adult
845,846,2020-07-02 13:00:00,2020-02-05 05:00:00,05-02-20 16:41,Hyderabad,408,COUNTERFEITING,28,F,UNKNOWN,Other Crime,10,Yes,2020-02-16 13:00:00,1,-137.0,Young Adult
846,847,2020-05-02 16:00:00,2020-02-05 06:00:00,06-02-20 5:04,Jaipur,545,VEHICLE - STOLEN,36,F,Firearm,Violent Crime,1,No,,0,,Adult
847,848,2020-07-02 22:00:00,2020-02-05 07:00:00,05-02-20 11:47,Nashik,489,SEXUAL ASSAULT,27,F,UNKNOWN,Violent Crime,19,No,,0,,Young Adult
849,850,2020-05-02 20:00:00,2020-02-05 09:00:00,06-02-20 4:14,Chennai,121,FRAUD,36,F,Knife,Other Crime,4,No,,0,,Adult
851,852,2020-06-02 03:00:00,2020-02-05 11:00:00,05-02-20 23:30,Chennai,190,VEHICLE - STOLEN,52,F,UNKNOWN,Violent Crime,16,Yes,2020-04-14 03:00:00,1,-49.0,Middle Aged
854,855,2020-06-02 16:00:00,2020-02-05 14:00:00,05-02-20 23:25,Delhi,225,TRAFFIC VIOLATION,10,F,Poison,Traffic Fatality,10,Yes,2020-02-20 16:00:00,1,-103.0,Minor
855,856,2020-07-02 20:00:00,2020-02-05 15:00:00,06-02-20 1:03,Mumbai,451,VANDALISM,38,F,Other,Other Crime,13,No,,0,,Adult
856,857,2020-07-02 00:00:00,2020-02-05 16:00:00,06-02-20 0:07,Kolkata,501,KIDNAPPING,32,F,Blunt Object,Other Crime,7,Yes,2020-03-29 00:00:00,1,-95.0,Adult
858,859,2020-07-02 08:00:00,2020-02-05 18:00:00,06-02-20 5:35,Bangalore,271,BURGLARY,72,F,UNKNOWN,Other Crime,11,No,,0,,Senior
860,861,2020-06-02 07:00:00,2020-02-05 20:00:00,06-02-20 7:48,Nashik,569,DOMESTIC VIOLENCE,45,F,Knife,Violent Crime,5,Yes,2020-02-15 07:00:00,1,-108.0,Adult
863,864,2020-07-02 08:00:00,2020-02-05 23:00:00,06-02-20 14:14,Indore,475,SEXUAL ASSAULT,50,F,Blunt Object,Violent Crime,4,Yes,2020-12-28 08:00:00,1,179.0,Middle Aged
864,865,2020-08-02 17:00:00,2020-02-06 00:00:00,06-02-20 12:51,Thane,330,SHOPLIFTING,59,F,Firearm,Other Crime,6,Yes,2020-03-19 17:00:00,1,-136.0,Middle Aged
865,866,2020-08-02 18:00:00,2020-02-06 01:00:00,06-02-20 18:17,Ahmedabad,230,BURGLARY,66,F,UNKNOWN,Other Crime,5,Yes,2020-04-24 18:00:00,1,-100.0,Senior
866,867,2020-08-02 10:00:00,2020-02-06 02:00:00,06-02-20 11:31,Pune,139,SEXUAL ASSAULT,71,F,Blunt Object,Violent Crime,7,Yes,2021-09-28 10:00:00,1,422.0,Senior
867,868,2020-07-02 05:00:00,2020-02-06 03:00:00,06-02-20 5:16,Mumbai,545,VANDALISM,22,F,Knife,Other Crime,4,Yes,2020-03-25 05:00:00,1,-99.0,Young Adult
869,870,2020-08-02 18:00:00,2020-02-06 05:00:00,06-02-20 7:03,Srinagar,528,DRUG OFFENSE,65,F,Blunt Object,Other Crime,9,Yes,2020-04-18 18:00:00,1,-106.0,Senior
870,871,2020-08-02 22:00:00,2020-02-06 06:00:00,06-02-20 9:45,Ludhiana,507,HOMICIDE,59,F,Firearm,Other Crime,12,No,,0,,Middle Aged
871,872,2020-07-02 08:00:00,2020-02-06 07:00:00,07-02-20 0:30,Bangalore,548,IDENTITY THEFT,60,F,Other,Violent Crime,12,No,,0,,Middle Aged
872,873,2020-07-02 13:00:00,2020-02-06 08:00:00,06-02-20 23:24,Mumbai,466,SEXUAL ASSAULT,76,F,UNKNOWN,Violent Crime,11,No,,0,,Senior
876,877,2020-08-02 09:00:00,2020-02-06 12:00:00,07-02-20 2:20,Mumbai,259,TRAFFIC VIOLATION,75,F,Explosives,Traffic Fatality,6,No,,0,,Senior
878,879,2020-08-02 12:00:00,2020-02-06 14:00:00,07-02-20 7:20,Hyderabad,306,CYBERCRIME,42,F,Poison,Other Crime,10,No,,0,,Adult
879,880,2020-07-02 05:00:00,2020-02-06 15:00:00,07-02-20 4:34,Thane,571,VANDALISM,73,F,Poison,Other Crime,7,No,,0,,Senior
880,881,2020-09-02 00:00:00,2020-02-06 16:00:00,06-02-20 23:22,Bangalore,180,IDENTITY THEFT,25,F,Poison,Violent Crime,1,Yes,2020-08-03 00:00:00,1,-30.0,Young Adult
881,882,2020-09-02 16:00:00,2020-02-06 17:00:00,07-02-20 10:48,Chennai,255,VANDALISM,45,F,Explosives,Other Crime,17,Yes,2020-04-24 16:00:00,1,-131.0,Adult
888,889,2020-09-02 00:00:00,2020-02-07 00:00:00,07-02-20 19:36,Bangalore,258,IDENTITY THEFT,79,F,Explosives,Violent Crime,10,Yes,2020-03-30 00:00:00,1,-156.0,Senior
890,891,2020-07-02 22:00:00,2020-02-07 02:00:00,07-02-20 2:14,Delhi,267,ARSON,37,F,Blunt Object,Fire Accident,15,Yes,2020-01-03 22:00:00,1,-181.0,Adult
894,895,2020-08-02 06:00:00,2020-02-07 06:00:00,08-02-20 0:09,Bangalore,532,DOMESTIC VIOLENCE,49,F,Poison,Violent Crime,10,Yes,2020-01-03 06:00:00,1,-212.0,Middle Aged
895,896,2020-09-02 16:00:00,2020-02-07 07:00:00,07-02-20 12:14,Patna,489,ROBBERY,42,F,Explosives,Violent Crime,15,No,,0,,Adult
896,897,2020-08-02 01:00:00,2020-02-07 08:00:00,07-02-20 9:21,Pune,415,BURGLARY,56,F,Blunt Object,Other Crime,2,No,,0,,Middle Aged
897,898,2020-09-02 05:00:00,2020-02-07 09:00:00,07-02-20 18:38,Bangalore,387,ARSON,76,F,Blunt Object,Fire Accident,12,Yes,2020-03-15 05:00:00,1,-171.0,Senior
898,899,2020-10-02 02:00:00,2020-02-07 10:00:00,08-02-20 3:59,Rajkot,164,PUBLIC INTOXICATION,58,F,Firearm,Other Crime,16,Yes,2020-02-22 02:00:00,1,-223.0,Middle Aged
900,901,2020-09-02 02:00:00,2020-02-07 12:00:00,07-02-20 21:40,Delhi,100,ARSON,68,F,Firearm,Fire Accident,12,No,,0,,Senior
901,902,2020-10-02 12:00:00,2020-02-07 13:00:00,07-02-20 18:14,Hyderabad,549,VEHICLE - STOLEN,63,F,Firearm,Violent Crime,5,No,,0,,Senior
902,903,2020-08-02 12:00:00,2020-02-07 14:00:00,08-02-20 4:34,Surat,493,TRAFFIC VIOLATION,65,F,Knife,Traffic Fatality,6,Yes,2020-02-13 12:00:00,1,-171.0,Senior
904,905,2020-09-02 07:00:00,2020-02-07 16:00:00,07-02-20 16:37,Delhi,290,FIREARM OFFENSE,53,F,Blunt Object,Fire Accident,9,No,,0,,Middle Aged
905,906,2020-10-02 07:00:00,2020-02-07 17:00:00,08-02-20 3:52,Bangalore,274,EXTORTION,17,F,Firearm,Other Crime,13,Yes,2020-04-21 07:00:00,1,-164.0,Minor
908,909,2020-09-02 01:00:00,2020-02-07 20:00:00,08-02-20 14:50,Patna,439,HOMICIDE,74,F,UNKNOWN,Other Crime,4,No,,0,,Senior
911,912,2020-08-02 23:00:00,2020-02-07 23:00:00,08-02-20 8:12,Ludhiana,212,EXTORTION,25,F,Knife,Other Crime,6,No,,0,,Young Adult
912,913,2020-08-02 11:00:00,2020-02-08 00:00:00,08-02-20 14:07,Delhi,466,ASSAULT,28,F,Blunt Object,Violent Crime,16,Yes,2020-01-03 11:00:00,1,-212.0,Young Adult
913,914,2020-08-02 21:00:00,2020-02-08 01:00:00,08-02-20 4:06,Jaipur,276,KIDNAPPING,20,F,Firearm,Other Crime,1,Yes,2020-01-04 21:00:00,1,-211.0,Young Adult
915,916,2020-08-02 23:00:00,2020-02-08 03:00:00,08-02-20 11:57,Kolkata,400,KIDNAPPING,30,F,Knife,Other Crime,7,Yes,2020-02-17 23:00:00,1,-167.0,Young Adult
916,917,2020-08-02 05:00:00,2020-02-08 04:00:00,09-02-20 2:39,Ahmedabad,542,ASSAULT,12,F,UNKNOWN,Violent Crime,3,Yes,2020-02-04 05:00:00,1,-180.0,Minor
917,918,2020-08-02 18:00:00,2020-02-08 05:00:00,08-02-20 9:01,Srinagar,309,IDENTITY THEFT,40,F,Other,Violent Crime,11,Yes,2020-01-04 18:00:00,1,-211.0,Adult
918,919,2020-09-02 14:00:00,2020-02-08 06:00:00,09-02-20 1:07,Ghaziabad,124,FIREARM OFFENSE,36,F,Firearm,Fire Accident,17,Yes,2020-04-14 14:00:00,1,-141.0,Adult
920,921,2020-10-02 16:00:00,2020-02-08 08:00:00,08-02-20 15:53,Pune,365,SHOPLIFTING,21,F,UNKNOWN,Other Crime,18,No,,0,,Young Adult
921,922,2020-08-02 19:00:00,2020-02-08 09:00:00,08-02-20 12:26,Delhi,270,HOMICIDE,30,F,Other,Other Crime,10,No,,0,,Young Adult
923,924,2020-10-02 19:00:00,2020-02-08 11:00:00,09-02-20 5:48,Surat,152,IDENTITY THEFT,21,F,Firearm,Violent Crime,12,No,,0,,Young Adult
924,925,2020-08-02 19:00:00,2020-02-08 12:00:00,09-02-20 8:16,Ludhiana,160,BURGLARY,11,F,Explosives,Other Crime,3,Yes,2020-07-21 19:00:00,1,-12.0,Minor
925,926,2020-09-02 13:00:00,2020-02-08 13:00:00,08-02-20 21:18,Mumbai,387,ILLEGAL POSSESSION,58,F,UNKNOWN,Other Crime,19,Yes,2020-02-29 13:00:00,1,-186.0,Middle Aged
926,927,2020-10-02 01:00:00,2020-02-08 14:00:00,08-02-20 15:45,Ghaziabad,570,PUBLIC INTOXICATION,27,F,Knife,Other Crime,13,No,,0,,Young Adult
927,928,2020-09-02 07:00:00,2020-02-08 15:00:00,09-02-20 6:25,Faridabad,454,DOMESTIC VIOLENCE,15,F,UNKNOWN,Violent Crime,16,No,,0,,Minor
928,929,2020-09-02 07:00:00,2020-02-08 16:00:00,09-02-20 0:31,Delhi,132,SEXUAL ASSAULT,36,F,Poison,Violent Crime,3,No,,0,,Adult
929,930,2020-10-02 08:00:00,2020-02-08 17:00:00,09-02-20 10:26,Mumbai,294,ROBBERY,16,F,Firearm,Violent Crime,8,Yes,2020-05-17 08:00:00,1,-138.0,Minor
930,931,2020-11-02 09:00:00,2020-02-08 18:00:00,09-02-20 3:20,Hyderabad,534,VEHICLE - STOLEN,18,F,Poison,Violent Crime,3,No,,0,,Young Adult
931,932,2020-10-02 06:00:00,2020-02-08 19:00:00,09-02-20 13:45,Vasai,268,DOMESTIC VIOLENCE,37,F,Firearm,Violent Crime,18,No,,0,,Adult
932,933,2020-11-02 00:00:00,2020-02-08 20:00:00,09-02-20 8:06,Surat,449,EXTORTION,52,F,Knife,Other Crime,4,Yes,2020-04-21 00:00:00,1,-195.0,Middle Aged
933,934,2020-11-02 01:00:00,2020-02-08 21:00:00,09-02-20 20:43,Bangalore,310,BURGLARY,49,F,Blunt Object,Other Crime,14,No,,0,,Middle Aged
934,935,2020-11-02 02:00:00,2020-02-08 22:00:00,09-02-20 15:27,Kolkata,498,FIREARM OFFENSE,16,F,Other,Fire Accident,9,Yes,2020-04-24 02:00:00,1,-192.0,Minor
935,936,2020-11-02 07:00:00,2020-02-08 23:00:00,09-02-20 12:35,Varanasi,323,VANDALISM,15,F,Firearm,Other Crime,15,Yes,2020-01-05 07:00:00,1,-302.0,Minor
936,937,2020-11-02 04:00:00,2020-02-09 00:00:00,09-02-20 6:37,Lucknow,297,TRAFFIC VIOLATION,23,F,Poison,Traffic Fatality,3,No,,0,,Young Adult
939,940,2020-09-02 18:00:00,2020-02-09 03:00:00,09-02-20 6:09,Ghaziabad,546,IDENTITY THEFT,52,F,Knife,Violent Crime,8,Yes,2020-05-03 18:00:00,1,-122.0,Middle Aged
940,941,2020-10-02 18:00:00,2020-02-09 04:00:00,09-02-20 7:23,Rajkot,368,ASSAULT,26,F,Blunt Object,Violent Crime,12,Yes,2020-02-05 18:00:00,1,-240.0,Young Adult
941,942,2020-09-02 22:00:00,2020-02-09 05:00:00,09-02-20 6:44,Patna,492,IDENTITY THEFT,36,F,Poison,Violent Crime,15,Yes,2020-03-29 22:00:00,1,-157.0,Adult
942,943,2020-10-02 04:00:00,2020-02-09 06:00:00,10-02-20 0:57,Delhi,106,ASSAULT,73,F,Poison,Violent Crime,18,No,,0,,Senior
943,944,2020-11-02 19:00:00,2020-02-09 07:00:00,09-02-20 19:02,Jaipur,453,ROBBERY,61,F,Explosives,Violent Crime,18,No,,0,,Senior
945,946,2020-09-02 12:00:00,2020-02-09 09:00:00,09-02-20 9:06,Pune,350,CYBERCRIME,25,F,Knife,Other Crime,15,No,,0,,Young Adult
947,948,2020-10-02 04:00:00,2020-02-09 11:00:00,10-02-20 1:52,Hyderabad,483,FRAUD,55,F,Knife,Other Crime,16,Yes,2020-04-18 04:00:00,1,-167.0,Middle Aged
948,949,2020-10-02 16:00:00,2020-02-09 12:00:00,09-02-20 18:46,Faridabad,481,PUBLIC INTOXICATION,44,F,Blunt Object,Other Crime,16,Yes,2020-02-03 16:00:00,1,-242.0,Adult
950,951,2020-11-02 22:00:00,2020-02-09 14:00:00,10-02-20 9:47,Lucknow,284,HOMICIDE,72,F,Blunt Object,Other Crime,9,Yes,2020-09-29 22:00:00,1,-34.0,Senior
956,957,2020-12-02 00:00:00,2020-02-09 20:00:00,10-02-20 5:49,Hyderabad,427,BURGLARY,61,F,Poison,Other Crime,2,Yes,2020-06-30 00:00:00,1,-155.0,Senior
958,959,2020-10-02 16:00:00,2020-02-09 22:00:00,10-02-20 1:36,Hyderabad,375,CYBERCRIME,23,F,UNKNOWN,Other Crime,6,Yes,2020-03-14 16:00:00,1,-202.0,Young Adult
959,960,2020-10-02 20:00:00,2020-02-09 23:00:00,10-02-20 13:16,Jaipur,292,TRAFFIC VIOLATION,48,F,Blunt Object,Traffic Fatality,18,No,,0,,Middle Aged
961,962,2020-10-02 22:00:00,2020-02-10 01:00:00,10-02-20 10:12,Kolkata,376,HOMICIDE,71,F,UNKNOWN,Other Crime,12,Yes,2020-06-11 22:00:00,1,-113.0,Senior
962,963,2020-11-02 16:00:00,2020-02-10 02:00:00,10-02-20 6:22,Delhi,304,ARSON,41,F,Blunt Object,Fire Accident,9,No,,0,,Adult
963,964,2020-11-02 21:00:00,2020-02-10 03:00:00,10-02-20 6:33,Kanpur,352,KIDNAPPING,32,F,Firearm,Other Crime,16,Yes,2020-03-31 21:00:00,1,-216.0,Adult
964,965,2020-10-02 15:00:00,2020-02-10 04:00:00,11-02-20 0:43,Kolkata,432,CYBERCRIME,41,F,Poison,Other Crime,1,Yes,2020-08-04 15:00:00,1,-59.0,Adult
965,966,2020-12-02 18:00:00,2020-02-10 05:00:00,11-02-20 2:44,Surat,348,CYBERCRIME,57,F,Explosives,Other Crime,12,No,,0,,Middle Aged
966,967,2020-11-02 18:00:00,2020-02-10 06:00:00,11-02-20 5:10,Delhi,220,SEXUAL ASSAULT,50,F,Explosives,Violent Crime,18,Yes,2021-04-29 18:00:00,1,178.0,Middle Aged
967,968,2020-10-02 12:00:00,2020-02-10 07:00:00,11-02-20 0:43,Lucknow,117,DRUG OFFENSE,15,F,Other,Other Crime,11,Yes,2020-03-18 12:00:00,1,-198.0,Minor
969,970,2020-10-02 20:00:00,2020-02-10 09:00:00,10-02-20 21:26,Mumbai,531,FRAUD,70,F,Poison,Other Crime,5,Yes,2020-02-23 20:00:00,1,-222.0,Senior
971,972,2020-11-02 22:00:00,2020-02-10 11:00:00,10-02-20 12:46,Delhi,543,HOMICIDE,34,F,UNKNOWN,Other Crime,5,No,,0,,Adult
973,974,2020-12-02 12:00:00,2020-02-10 13:00:00,10-02-20 15:19,Mumbai,268,FRAUD,23,F,Explosives,Other Crime,16,Yes,2020-04-28 12:00:00,1,-218.0,Young Adult
976,977,2020-11-02 12:00:00,2020-02-10 16:00:00,11-02-20 0:48,Lucknow,169,DRUG OFFENSE,66,F,Other,Other Crime,4,Yes,2020-03-14 12:00:00,1,-233.0,Senior
977,978,2020-02-13 04:00:00,2020-02-10 17:00:00,11-02-20 9:12,Chennai,196,ASSAULT,14,F,Explosives,Violent Crime,8,Yes,2020-04-15 04:00:00,1,62.0,Minor
979,980,2020-02-13 16:00:00,2020-02-10 19:00:00,11-02-20 3:16,Jaipur,504,DOMESTIC VIOLENCE,61,F,Knife,Violent Crime,5,Yes,2020-01-03 16:00:00,1,-41.0,Senior
980,981,2020-11-02 01:00:00,2020-02-10 20:00:00,10-02-20 21:29,Mumbai,515,KIDNAPPING,15,F,Explosives,Other Crime,13,Yes,2020-03-27 01:00:00,1,-220.0,Minor
981,982,2020-02-13 16:00:00,2020-02-10 21:00:00,11-02-20 7:58,Nagpur,488,FRAUD,60,F,Knife,Other Crime,9,No,,0,,Middle Aged
982,983,2020-02-13 17:00:00,2020-02-10 22:00:00,11-02-20 2:46,Ghaziabad,183,ASSAULT,35,F,Poison,Violent Crime,1,No,,0,,Adult
984,985,2020-11-02 23:00:00,2020-02-11 00:00:00,11-02-20 22:45,Nagpur,565,COUNTERFEITING,42,F,Other,Other Crime,3,Yes,2020-08-04 23:00:00,1,-90.0,Adult
986,987,2020-02-13 17:00:00,2020-02-11 02:00:00,11-02-20 20:52,Mumbai,345,ASSAULT,44,F,Poison,Violent Crime,19,Yes,2020-02-04 17:00:00,1,-9.0,Adult
987,988,2020-11-02 12:00:00,2020-02-11 03:00:00,11-02-20 21:00,Mumbai,196,SEXUAL ASSAULT,32,F,UNKNOWN,Violent Crime,8,Yes,2021-08-13 12:00:00,1,284.0,Adult
989,990,2020-11-02 23:00:00,2020-02-11 05:00:00,11-02-20 19:22,Kolkata,593,ASSAULT,79,F,Blunt Object,Violent Crime,16,No,,0,,Senior
990,991,2020-11-02 09:00:00,2020-02-11 06:00:00,11-02-20 23:25,Pune,156,FIREARM OFFENSE,54,F,Poison,Fire Accident,8,Yes,2020-02-18 09:00:00,1,-258.0,Middle Aged
992,993,2020-11-02 14:00:00,2020-02-11 08:00:00,12-02-20 0:29,Nagpur,137,ROBBERY,44,F,Poison,Violent Crime,13,Yes,2020-04-28 14:00:00,1,-188.0,Adult
993,994,2020-12-02 09:00:00,2020-02-11 09:00:00,12-02-20 4:32,Mumbai,113,ASSAULT,72,F,Knife,Violent Crime,10,No,,0,,Senior
994,995,2020-12-02 17:00:00,2020-02-11 10:00:00,11-02-20 19:04,Delhi,277,DRUG OFFENSE,26,F,Blunt Object,Other Crime,16,No,,0,,Young Adult
995,996,2020-02-13 06:00:00,2020-02-11 11:00:00,12-02-20 2:19,Kolkata,198,DRUG OFFENSE,30,F,Other,Other Crime,1,No,,0,,Young Adult
1000,1001,2020-02-13 10:00:00,2020-02-11 16:00:00,11-02-20 17:17,Bhopal,370,FIREARM OFFENSE,46,F,Knife,Fire Accident,12,No,,0,,Middle Aged
1002,1003,2020-02-13 10:00:00,2020-02-11 18:00:00,12-02-20 15:44,Bangalore,393,SHOPLIFTING,21,F,Blunt Object,Other Crime,13,No,,0,,Young Adult
1003,1004,2020-02-14 17:00:00,2020-02-11 19:00:00,11-02-20 23:10,Mumbai,129,ARSON,60,F,Poison,Fire Accident,7,No,,0,,Middle Aged
1006,1007,2020-02-13 22:00:00,2020-02-11 22:00:00,12-02-20 18:07,Delhi,174,SHOPLIFTING,73,F,Poison,Other Crime,2,Yes,2020-03-14 22:00:00,1,30.0,Senior
1007,1008,2020-12-02 12:00:00,2020-02-11 23:00:00,12-02-20 22:23,Hyderabad,555,PUBLIC INTOXICATION,64,F,Poison,Other Crime,11,No,,0,,Senior
1008,1009,2020-12-02 16:00:00,2020-02-12 00:00:00,12-02-20 19:41,Chennai,440,DOMESTIC VIOLENCE,31,F,Explosives,Violent Crime,5,Yes,2020-04-19 16:00:00,1,-227.0,Adult
1010,1011,2020-12-02 03:00:00,2020-02-12 02:00:00,12-02-20 16:49,Ahmedabad,113,VEHICLE - STOLEN,14,F,Firearm,Violent Crime,4,No,,0,,Minor
1011,1012,2020-02-14 22:00:00,2020-02-12 03:00:00,12-02-20 6:04,Kolkata,132,COUNTERFEITING,70,F,Poison,Other Crime,9,No,,0,,Senior
1013,1014,2020-02-14 00:00:00,2020-02-12 05:00:00,13-02-20 0:55,Jaipur,505,IDENTITY THEFT,42,F,Firearm,Violent Crime,16,No,,0,,Adult
1014,1015,2020-02-14 23:00:00,2020-02-12 06:00:00,12-02-20 22:57,Lucknow,199,SHOPLIFTING,41,F,Firearm,Other Crime,5,Yes,2020-02-21 23:00:00,1,7.0,Adult
1015,1016,2020-12-02 17:00:00,2020-02-12 07:00:00,13-02-20 2:39,Surat,494,PUBLIC INTOXICATION,63,F,Blunt Object,Other Crime,1,No,,0,,Senior
1016,1017,2020-02-13 00:00:00,2020-02-12 08:00:00,12-02-20 22:00,Bangalore,575,SHOPLIFTING,34,F,Firearm,Other Crime,9,No,,0,,Adult
1018,1019,2020-02-14 06:00:00,2020-02-12 10:00:00,12-02-20 13:53,Chennai,215,HOMICIDE,55,F,Other,Other Crime,19,No,,0,,Middle Aged
1019,1020,2020-12-02 20:00:00,2020-02-12 11:00:00,12-02-20 11:07,Pune,378,HOMICIDE,55,F,Blunt Object,Other Crime,3,No,,0,,Middle Aged
1020,1021,2020-12-02 16:00:00,2020-02-12 12:00:00,13-02-20 1:44,Faridabad,521,KIDNAPPING,34,F,Blunt Object,Other Crime,11,No,,0,,Adult
1021,1022,2020-12-02 15:00:00,2020-02-12 13:00:00,13-02-20 1:51,Lucknow,120,ROBBERY,38,F,Explosives,Violent Crime,5,Yes,2020-06-05 15:00:00,1,-180.0,Adult
1022,1023,2020-02-14 07:00:00,2020-02-12 14:00:00,12-02-20 15:00,Kolkata,423,COUNTERFEITING,55,F,Firearm,Other Crime,6,No,,0,,Middle Aged
1024,1025,2020-12-02 22:00:00,2020-02-12 16:00:00,13-02-20 9:41,Delhi,225,VANDALISM,39,F,Blunt Object,Other Crime,7,No,,0,,Adult
1025,1026,2020-02-14 21:00:00,2020-02-12 17:00:00,13-02-20 16:44,Mumbai,360,BURGLARY,65,F,UNKNOWN,Other Crime,4,No,,0,,Senior
