,report_number,date_reported,date_of_occurrence,city,crime_domain,crime_description,victim_age,victim_age_group,victim_gender,weapon_used,police_deployed,case_closed_flag,case_resolution_days
4167,4168,2020-06-23 19:00:00,2020-06-22 15:00:00,Hyderabad,Other Crime,ILLEGAL POSSESSION,64,Senior,F,Blunt Object,1,0,
4168,4169,2020-06-24 19:00:00,2020-06-22 16:00:00,Lucknow,Other Crime,EXTORTION,53,Middle Aged,M,Explosives,13,1,167.0
4169,4170,2020-06-24 17:00:00,2020-06-22 17:00:00,Delhi,Other Crime,BURGLARY,45,Adult,F,UNKNOWN,11,0,
4170,4171,2020-06-24 13:00:00,2020-06-22 18:00:00,Mumbai,Other Crime,PUBLIC INTOXICATION,35,Adult,F,Firearm,4,0,
4171,4172,2020-06-24 17:00:00,2020-06-22 19:00:00,Pune,Other Crime,ILLEGAL POSSESSION,38,Adult,F,Blunt Object,10,1,84.0
4172,4173,2020-06-24 18:00:00,2020-06-22 20:00:00,Meerut,Fire Accident,ARSON,65,Senior,F,UNKNOWN,17,1,77.0
4173,4174,2020-06-24 00:00:00,2020-06-22 21:00:00,Chennai,Violent Crime,DOMESTIC VIOLENCE,75,Senior,M,Firearm,15,1,23.0
4174,4175,2020-06-23 05:00:00,2020-06-22 22:00:00,Delhi,Violent Crime,ASSAULT,35,Adult,M,Firearm,7,0,
4175,4176,2020-06-25 21:00:00,2020-06-22 23:00:00,Lucknow,Violent Crime,ASSAULT,49,Middle Aged,F,Explosives,7,1,21.0
4176,4177,2020-06-25 09:00:00,2020-06-23 00:00:00,Thane,Other Crime,COUNTERFEITING,34,Adult,M,Knife,13,1,89.0
4177,4178,2020-06-25 19:00:00,2020-06-23 01:00:00,Agra,Other Crime,DRUG OFFENSE,40,Adult,F,Poison,4,0,
4178,4179,2020-06-24 15:00:00,2020-06-23 02:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,79,Senior,M,Firearm,6,1,31.0
4179,4180,2020-06-24 17:00:00,2020-06-23 03:00:00,Bangalore,Other Crime,DRUG OFFENSE,50,Middle Aged,F,Firearm,6,0,
4180,4181,2020-06-23 19:00:00,2020-06-23 04:00:00,Mumbai,Other Crime,SHOPLIFTING,62,Senior,F,Poison,13,0,
4181,4182,2020-06-25 00:00:00,2020-06-23 05:00:00,Faridabad,Other Crime,HOMICIDE,77,Senior,M,UNKNOWN,8,0,
4182,4183,2020-06-26 00:00:00,2020-06-23 06:00:00,Indore,Violent Crime,IDENTITY THEFT,70,Senior,M,Knife,5,1,20.0
4183,4184,2020-06-26 05:00:00,2020-06-23 07:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,56,Middle Aged,F,Firearm,9,1,-17.0
4184,4185,2020-06-24 11:00:00,2020-06-23 08:00:00,Ghaziabad,Fire Accident,ARSON,25,Young Adult,F,Explosives,5,1,24.0
4185,4186,2020-06-24 05:00:00,2020-06-23 09:00:00,Jaipur,Violent Crime,SEXUAL ASSAULT,68,Senior,M,Other,2,1,688.0
4186,4187,2020-06-25 17:00:00,2020-06-23 10:00:00,Indore,Violent Crime,ROBBERY,33,Adult,M,Other,12,0,
4187,4188,2020-06-26 00:00:00,2020-06-23 11:00:00,Hyderabad,Violent Crime,VEHICLE - STOLEN,25,Young Adult,M,Firearm,4,1,-139.0
4188,4189,2020-06-24 09:00:00,2020-06-23 12:00:00,Delhi,Other Crime,SHOPLIFTING,17,Minor,F,Blunt Object,13,0,
4189,4190,2020-06-25 16:00:00,2020-06-23 13:00:00,Bangalore,Other Crime,CYBERCRIME,73,Senior,F,Blunt Object,18,0,
4190,4191,2020-06-24 10:00:00,2020-06-23 14:00:00,Indore,Violent Crime,IDENTITY THEFT,74,Senior,F,Poison,6,1,-76.0
4191,4192,2020-06-26 12:00:00,2020-06-23 15:00:00,Mumbai,Other Crime,EXTORTION,16,Minor,F,Knife,8,0,
4192,4193,2020-06-25 20:00:00,2020-06-23 16:00:00,Kolkata,Fire Accident,ARSON,52,Middle Aged,M,Knife,4,1,52.0
4193,4194,2020-06-26 01:00:00,2020-06-23 17:00:00,Mumbai,Other Crime,DRUG OFFENSE,35,Adult,M,UNKNOWN,8,1,84.0
4194,4195,2020-06-26 17:00:00,2020-06-23 18:00:00,Hyderabad,Other Crime,ILLEGAL POSSESSION,69,Senior,F,Blunt Object,17,1,82.0
4195,4196,2020-06-24 07:00:00,2020-06-23 19:00:00,Mumbai,Violent Crime,ASSAULT,42,Adult,F,Poison,7,1,-46.0
4196,4197,2020-06-25 12:00:00,2020-06-23 20:00:00,Lucknow,Violent Crime,ROBBERY,25,Young Adult,F,Explosives,10,0,
4197,4198,2020-06-24 10:00:00,2020-06-23 21:00:00,Ahmedabad,Other Crime,FRAUD,53,Middle Aged,F,Explosives,17,0,
4198,4199,2020-06-25 09:00:00,2020-06-23 22:00:00,Bangalore,Violent Crime,DOMESTIC VIOLENCE,77,Senior,M,Knife,18,1,30.0
4199,4200,2020-06-25 06:00:00,2020-06-23 23:00:00,Chennai,Other Crime,BURGLARY,57,Middle Aged,M,Knife,5,1,85.0
4200,4201,2020-06-24 11:00:00,2020-06-24 00:00:00,Mumbai,Violent Crime,VEHICLE - STOLEN,66,Senior,F,Poison,8,1,68.0
4201,4202,2020-06-25 11:00:00,2020-06-24 01:00:00,Mumbai,Other Crime,VANDALISM,56,Middle Aged,F,Explosives,13,0,
4202,4203,2020-06-26 08:00:00,2020-06-24 02:00:00,Ahmedabad,Other Crime,VANDALISM,31,Adult,F,Knife,17,1,48.0
4203,4204,2020-06-26 17:00:00,2020-06-24 03:00:00,Pune,Violent Crime,ASSAULT,54,Middle Aged,F,Firearm,12,0,
4204,4205,2020-06-25 06:00:00,2020-06-24 04:00:00,Hyderabad,Violent Crime,ASSAULT,73,Senior,F,UNKNOWN,2,1,-78.0
4205,4206,2020-06-27 02:00:00,2020-06-24 05:00:00,Mumbai,Other Crime,DRUG OFFENSE,39,Adult,F,Firearm,19,0,
4206,4207,2020-06-24 19:00:00,2020-06-24 06:00:00,Delhi,Other Crime,COUNTERFEITING,23,Young Adult,F,UNKNOWN,17,0,
4207,4208,2020-06-24 09:00:00,2020-06-24 07:00:00,Indore,Other Crime,SHOPLIFTING,26,Young Adult,F,Knife,17,0,
4208,4209,2020-06-26 23:00:00,2020-06-24 08:00:00,Bangalore,Violent Crime,ASSAULT,27,Young Adult,F,Other,18,0,
4209,4210,2020-06-25 08:00:00,2020-06-24 09:00:00,Delhi,Other Crime,HOMICIDE,75,Senior,F,Poison,17,0,
4210,4211,2020-06-26 10:00:00,2020-06-24 10:00:00,Mumbai,Other Crime,CYBERCRIME,17,Minor,M,Poison,19,1,18.0
4211,4212,2020-06-26 11:00:00,2020-06-24 11:00:00,Kalyan,Other Crime,DRUG OFFENSE,79,Senior,F,Knife,17,1,-169.0
4212,4213,2020-06-27 09:00:00,2020-06-24 12:00:00,Bangalore,Other Crime,PUBLIC INTOXICATION,21,Young Adult,F,Knife,1,1,-81.0
4213,4214,2020-06-26 07:00:00,2020-06-24 13:00:00,Bhopal,Violent Crime,IDENTITY THEFT,37,Adult,F,Explosives,2,1,-138.0
4214,4215,2020-06-25 00:00:00,2020-06-24 14:00:00,Bangalore,Other Crime,KIDNAPPING,29,Young Adult,F,Knife,9,0,
4215,4216,2020-06-24 22:00:00,2020-06-24 15:00:00,Bangalore,Traffic Fatality,TRAFFIC VIOLATION,14,Minor,F,Knife,19,1,-109.0
4216,4217,2020-06-26 08:00:00,2020-06-24 16:00:00,Mumbai,Other Crime,EXTORTION,55,Middle Aged,F,Firearm,5,0,
4217,4218,2020-06-27 16:00:00,2020-06-24 17:00:00,Indore,Other Crime,COUNTERFEITING,76,Senior,M,Firearm,13,1,-79.0
4218,4219,2020-06-27 09:00:00,2020-06-24 18:00:00,Jaipur,Other Crime,DRUG OFFENSE,18,Young Adult,F,Poison,6,1,135.0
4219,4220,2020-06-26 20:00:00,2020-06-24 19:00:00,Delhi,Violent Crime,IDENTITY THEFT,40,Adult,F,Knife,13,0,
4220,4221,2020-06-25 06:00:00,2020-06-24 20:00:00,Ludhiana,Fire Accident,ARSON,13,Minor,M,Other,7,1,30.0
4221,4222,2020-06-26 05:00:00,2020-06-24 21:00:00,Pune,Other Crime,PUBLIC INTOXICATION,33,Adult,F,Firearm,15,0,
4222,4223,2020-06-26 01:00:00,2020-06-24 22:00:00,Lucknow,Other Crime,DRUG OFFENSE,42,Adult,M,Blunt Object,14,1,87.0
4223,4224,2020-06-25 11:00:00,2020-06-24 23:00:00,Ludhiana,Other Crime,BURGLARY,66,Senior,F,Knife,10,1,178.0
4224,4225,2020-06-27 17:00:00,2020-06-25 00:00:00,Mumbai,Violent Crime,ASSAULT,22,Young Adult,F,Poison,10,0,
4225,4226,2020-06-26 06:00:00,2020-06-25 01:00:00,Faridabad,Other Crime,DRUG OFFENSE,22,Young Adult,F,Explosives,12,1,134.0
4226,4227,2020-06-26 20:00:00,2020-06-25 02:00:00,Ludhiana,Traffic Fatality,TRAFFIC VIOLATION,76,Senior,M,Poison,9,1,27.0
4227,4228,2020-06-25 09:00:00,2020-06-25 03:00:00,Ahmedabad,Other Crime,ILLEGAL POSSESSION,40,Adult,F,Firearm,9,0,
4228,4229,2020-06-25 08:00:00,2020-06-25 04:00:00,Bangalore,Other Crime,HOMICIDE,40,Adult,F,Explosives,3,1,519.0
4229,4230,2020-06-27 13:00:00,2020-06-25 05:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,63,Senior,M,Other,17,0,
4230,4231,2020-06-27 18:00:00,2020-06-25 06:00:00,Pune,Other Crime,COUNTERFEITING,61,Senior,M,Poison,10,0,
4231,4232,2020-06-26 15:00:00,2020-06-25 07:00:00,Vasai,Fire Accident,FIREARM OFFENSE,71,Senior,M,Knife,19,0,
4232,4233,2020-06-27 19:00:00,2020-06-25 08:00:00,Lucknow,Other Crime,ILLEGAL POSSESSION,63,Senior,M,Explosives,7,0,
4233,4234,2020-06-28 05:00:00,2020-06-25 09:00:00,Patna,Other Crime,ILLEGAL POSSESSION,56,Middle Aged,F,Blunt Object,14,1,164.0
4234,4235,2020-06-26 07:00:00,2020-06-25 10:00:00,Pune,Other Crime,FRAUD,30,Young Adult,F,UNKNOWN,6,0,
4235,4236,2020-06-27 17:00:00,2020-06-25 11:00:00,Chennai,Other Crime,KIDNAPPING,56,Middle Aged,F,Other,1,1,25.0
4236,4237,2020-06-26 12:00:00,2020-06-25 12:00:00,Srinagar,Traffic Fatality,TRAFFIC VIOLATION,33,Adult,M,Poison,17,0,
4237,4238,2020-06-27 16:00:00,2020-06-25 13:00:00,Ahmedabad,Other Crime,EXTORTION,26,Young Adult,F,Knife,2,1,58.0
4238,4239,2020-06-26 19:00:00,2020-06-25 14:00:00,Hyderabad,Other Crime,VANDALISM,62,Senior,M,Poison,7,1,24.0
4239,4240,2020-06-26 09:00:00,2020-06-25 15:00:00,Delhi,Other Crime,KIDNAPPING,75,Senior,F,Explosives,5,1,32.0
4240,4241,2020-06-25 21:00:00,2020-06-25 16:00:00,Chennai,Other Crime,VANDALISM,10,Minor,F,Poison,19,1,63.0
4241,4242,2020-06-25 23:00:00,2020-06-25 17:00:00,Varanasi,Violent Crime,ROBBERY,64,Senior,F,Other,9,1,-167.0
4242,4243,2020-06-26 18:00:00,2020-06-25 18:00:00,Nagpur,Other Crime,FRAUD,60,Middle Aged,F,Knife,19,1,88.0
4243,4244,2020-06-26 09:00:00,2020-06-25 19:00:00,Bangalore,Other Crime,SHOPLIFTING,41,Adult,M,Firearm,11,0,
4244,4245,2020-06-26 08:00:00,2020-06-25 20:00:00,Vasai,Other Crime,SHOPLIFTING,38,Adult,F,Knife,2,0,
4245,4246,2020-06-27 08:00:00,2020-06-25 21:00:00,Bangalore,Other Crime,EXTORTION,12,Minor,F,UNKNOWN,2,1,55.0
4246,4247,2020-06-26 22:00:00,2020-06-25 22:00:00,Thane,Other Crime,VANDALISM,25,Young Adult,F,Explosives,3,1,44.0
4247,4248,2020-06-28 20:00:00,2020-06-25 23:00:00,Kanpur,Fire Accident,FIREARM OFFENSE,10,Minor,F,Other,8,1,78.0
4248,4249,2020-06-27 23:00:00,2020-06-26 00:00:00,Pune,Other Crime,VANDALISM,76,Senior,F,Other,10,0,
4249,4250,2020-06-27 02:00:00,2020-06-26 01:00:00,Jaipur,Other Crime,EXTORTION,39,Adult,F,Knife,11,0,
4250,4251,2020-06-28 04:00:00,2020-06-26 02:00:00,Pune,Other Crime,SHOPLIFTING,68,Senior,F,Poison,12,1,62.0
4251,4252,2020-06-28 00:00:00,2020-06-26 03:00:00,Kanpur,Other Crime,DRUG OFFENSE,60,Middle Aged,F,Explosives,7,1,21.0
4252,4253,2020-06-27 12:00:00,2020-06-26 04:00:00,Surat,Other Crime,DRUG OFFENSE,51,Middle Aged,F,Explosives,8,0,
4253,4254,2020-06-26 12:00:00,2020-06-26 05:00:00,Delhi,Violent Crime,DOMESTIC VIOLENCE,65,Senior,M,Explosives,9,0,
4254,4255,2020-06-28 20:00:00,2020-06-26 06:00:00,Bangalore,Other Crime,EXTORTION,77,Senior,M,UNKNOWN,14,1,162.0
4255,4256,2020-06-26 08:00:00,2020-06-26 07:00:00,Kanpur,Fire Accident,ARSON,14,Minor,F,Explosives,18,1,-50.0
4256,4257,2020-06-27 10:00:00,2020-06-26 08:00:00,Mumbai,Violent Crime,SEXUAL ASSAULT,73,Senior,F,Explosives,6,0,
4257,4258,2020-06-28 04:00:00,2020-06-26 09:00:00,Visakhapatnam,Violent Crime,ROBBERY,38,Adult,M,Firearm,4,1,122.0
4258,4259,2020-06-27 20:00:00,2020-06-26 10:00:00,Delhi,Other Crime,CYBERCRIME,45,Adult,F,UNKNOWN,18,1,11.0
4259,4260,2020-06-27 04:00:00,2020-06-26 11:00:00,Kanpur,Traffic Fatality,TRAFFIC VIOLATION,61,Senior,F,Poison,13,0,
4260,4261,2020-06-26 22:00:00,2020-06-26 12:00:00,Bhopal,Other Crime,BURGLARY,71,Senior,M,UNKNOWN,10,0,
4261,4262,2020-06-28 23:00:00,2020-06-26 13:00:00,Mumbai,Violent Crime,DOMESTIC VIOLENCE,28,Young Adult,M,Other,9,1,27.0
4262,4263,2020-06-27 10:00:00,2020-06-26 14:00:00,Delhi,Other Crime,KIDNAPPING,24,Young Adult,F,Other,19,0,
4263,4264,2020-06-28 04:00:00,2020-06-26 15:00:00,Jaipur,Violent Crime,VEHICLE - STOLEN,12,Minor,F,Other,9,1,48.0
4264,4265,2020-06-27 19:00:00,2020-06-26 16:00:00,Kanpur,Traffic Fatality,TRAFFIC VIOLATION,26,Young Adult,F,UNKNOWN,14,1,-141.0
4265,4266,2020-06-29 16:00:00,2020-06-26 17:00:00,Kolkata,Violent Crime,ROBBERY,31,Adult,F,Blunt Object,4,0,
4266,4267,2020-06-28 09:00:00,2020-06-26 18:00:00,Kanpur,Violent Crime,DOMESTIC VIOLENCE,11,Minor,F,Poison,3,0,
4267,4268,2020-06-27 07:00:00,2020-06-26 19:00:00,Hyderabad,Other Crime,HOMICIDE,56,Middle Aged,F,Poison,8,1,892.0
4268,4269,2020-06-28 01:00:00,2020-06-26 20:00:00,Jaipur,Other Crime,SHOPLIFTING,21,Young Adult,F,Explosives,19,1,31.0
4269,4270,2020-06-27 08:00:00,2020-06-26 21:00:00,Srinagar,Traffic Fatality,TRAFFIC VIOLATION,15,Minor,F,Firearm,4,0,
4270,4271,2020-06-28 17:00:00,2020-06-26 22:00:00,Ludhiana,Other Crime,HOMICIDE,66,Senior,F,Other,18,0,
4271,4272,2020-06-28 07:00:00,2020-06-26 23:00:00,Chennai,Traffic Fatality,TRAFFIC VIOLATION,37,Adult,F,Knife,2,1,132.0
4272,4273,2020-06-27 12:00:00,2020-06-27 00:00:00,Patna,Violent Crime,VEHICLE - STOLEN,78,Senior,M,Other,1,0,
4273,4274,2020-06-27 20:00:00,2020-06-27 01:00:00,Delhi,Fire Accident,ARSON,35,Adult,F,Other,2,1,-170.0
4274,4275,2020-06-28 09:00:00,2020-06-27 02:00:00,Bangalore,Other Crime,VANDALISM,33,Adult,F,Poison,11,1,133.0
4275,4276,2020-06-27 16:00:00,2020-06-27 03:00:00,Kanpur,Other Crime,EXTORTION,25,Young Adult,F,Firearm,7,1,135.0
4276,4277,2020-06-29 21:00:00,2020-06-27 04:00:00,Lucknow,Violent Crime,IDENTITY THEFT,30,Young Adult,F,Knife,5,1,58.0
4277,4278,2020-06-27 21:00:00,2020-06-27 05:00:00,Hyderabad,Other Crime,SHOPLIFTING,31,Adult,F,Poison,16,1,16.0
4278,4279,2020-06-28 17:00:00,2020-06-27 06:00:00,Kolkata,Violent Crime,DOMESTIC VIOLENCE,57,Middle Aged,F,Knife,3,1,60.0
4279,4280,2020-06-27 16:00:00,2020-06-27 07:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,22,Young Adult,F,Knife,15,1,87.0
4280,4281,2020-06-27 20:00:00,2020-06-27 08:00:00,Ahmedabad,Violent Crime,ROBBERY,12,Minor,M,Poison,14,0,
4281,4282,2020-06-30 06:00:00,2020-06-27 09:00:00,Kanpur,Other Crime,CYBERCRIME,26,Young Adult,F,Blunt Object,10,1,45.0
4282,4283,2020-06-29 15:00:00,2020-06-27 10:00:00,Indore,Violent Crime,ASSAULT,55,Middle Aged,F,Other,4,1,29.0
4283,4284,2020-06-28 23:00:00,2020-06-27 11:00:00,Mumbai,Other Crime,ILLEGAL POSSESSION,77,Senior,F,Firearm,17,0,
4284,4285,2020-06-30 01:00:00,2020-06-27 12:00:00,Delhi,Other Crime,SHOPLIFTING,14,Minor,F,Blunt Object,7,0,
4285,4286,2020-06-28 17:00:00,2020-06-27 13:00:00,Hyderabad,Other Crime,KIDNAPPING,21,Young Adult,F,UNKNOWN,14,1,60.0
4286,4287,2020-06-27 21:00:00,2020-06-27 14:00:00,Mumbai,Traffic Fatality,TRAFFIC VIOLATION,18,Young Adult,M,Firearm,16,1,72.0
4287,4288,2020-06-29 11:00:00,2020-06-27 15:00:00,Mumbai,Other Crime,VANDALISM,63,Senior,F,Firearm,1,1,17.0
4288,4289,2020-06-29 16:00:00,2020-06-27 16:00:00,Bangalore,Other Crime,SHOPLIFTING,57,Middle Aged,F,Firearm,16,0,
4289,4290,2020-06-28 07:00:00,2020-06-27 17:00:00,Kalyan,Other Crime,VANDALISM,74,Senior,M,Blunt Object,4,0,
4290,4291,2020-06-29 20:00:00,2020-06-27 18:00:00,Delhi,Violent Crime,ASSAULT,66,Senior,F,UNKNOWN,4,1,77.0
4291,4292,2020-06-29 09:00:00,2020-06-27 19:00:00,Pune,Other Crime,HOMICIDE,41,Adult,F,Other,10,0,
4292,4293,2020-06-29 07:00:00,2020-06-27 20:00:00,Delhi,Other Crime,DRUG OFFENSE,52,Middle Aged,F,Blunt Object,10,1,8.0
4293,4294,2020-06-28 02:00:00,2020-06-27 21:00:00,Faridabad,Violent Crime,ASSAULT,72,Senior,M,Blunt Object,13,0,
4294,4295,2020-06-28 14:00:00,2020-06-27 22:00:00,Ghaziabad,Other Crime,ILLEGAL POSSESSION,54,Middle Aged,F,Other,16,0,
4295,4296,2020-06-30 08:00:00,2020-06-27 23:00:00,Surat,Other Crime,ILLEGAL POSSESSION,58,Middle Aged,F,Blunt Object,4,0,
4296,4297,2020-06-29 17:00:00,2020-06-28 00:00:00,Pune,Other Crime,CYBERCRIME,69,Senior,F,Blunt Object,14,0,
4297,4298,2020-06-29 18:00:00,2020-06-28 01:00:00,Agra,Violent Crime,ROBBERY,24,Young Adult,F,Other,9,0,
4298,4299,2020-06-28 11:00:00,2020-06-28 02:00:00,Rajkot,Violent Crime,VEHICLE - STOLEN,58,Middle Aged,F,Other,3,0,
4299,4300,2020-06-28 08:00:00,2020-06-28 03:00:00,Lucknow,Violent Crime,SEXUAL ASSAULT,51,Middle Aged,M,Firearm,14,1,728.0
4300,4301,2020-06-30 23:00:00,2020-06-28 04:00:00,Hyderabad,Other Crime,COUNTERFEITING,69,Senior,F,Other,9,1,39.0
4301,4302,2020-06-29 13:00:00,2020-06-28 05:00:00,Mumbai,Violent Crime,DOMESTIC VIOLENCE,61,Senior,F,Firearm,8,1,25.0
4302,4303,2020-06-30 18:00:00,2020-06-28 06:00:00,Jaipur,Violent Crime,DOMESTIC VIOLENCE,77,Senior,F,Knife,4,0,
4303,4304,2020-06-30 20:00:00,2020-06-28 07:00:00,Kanpur,Other Crime,CYBERCRIME,52,Middle Aged,F,Blunt Object,15,0,
4304,4305,2020-06-29 06:00:00,2020-06-28 08:00:00,Visakhapatnam,Violent Crime,DOMESTIC VIOLENCE,66,Senior,M,Knife,18,0,
4305,4306,2020-01-07 05:00:00,2020-06-28 09:00:00,Pune,Other Crime,BURGLARY,63,Senior,F,UNKNOWN,16,0,
4306,4307,2020-06-29 09:00:00,2020-06-28 10:00:00,Vasai,Violent Crime,DOMESTIC VIOLENCE,40,Adult,F,Blunt Object,12,0,
4307,4308,2020-06-29 00:00:00,2020-06-28 11:00:00,Mumbai,Other Crime,DRUG OFFENSE,47,Middle Aged,F,Blunt Object,7,0,
4308,4309,2020-06-30 14:00:00,2020-06-28 12:00:00,Mumbai,Other Crime,KIDNAPPING,19,Young Adult,F,UNKNOWN,4,0,
4309,4310,2020-01-07 07:00:00,2020-06-28 13:00:00,Bangalore,Other Crime,KIDNAPPING,56,Middle Aged,F,Poison,18,0,
4310,4311,2020-06-30 07:00:00,2020-06-28 14:00:00,Delhi,Violent Crime,DOMESTIC VIOLENCE,31,Adult,F,Firearm,16,0,
4311,4312,2020-06-29 22:00:00,2020-06-28 15:00:00,Kolkata,Other Crime,KIDNAPPING,58,Middle Aged,F,Poison,12,1,-112.0
4312,4313,2020-06-30 03:00:00,2020-06-28 16:00:00,Delhi,Other Crime,BURGLARY,10,Minor,F,Blunt Object,3,1,145.0
4313,4314,2020-06-29 12:00:00,2020-06-28 17:00:00,Lucknow,Violent Crime,SEXUAL ASSAULT,78,Senior,F,Explosives,19,1,212.0
4314,4315,2020-06-29 12:00:00,2020-06-28 18:00:00,Ahmedabad,Other Crime,EXTORTION,62,Senior,F,UNKNOWN,11,0,
4315,4316,2020-06-30 20:00:00,2020-06-28 19:00:00,Meerut,Other Crime,DRUG OFFENSE,54,Middle Aged,F,Knife,3,1,8.0
4316,4317,2020-06-30 05:00:00,2020-06-28 20:00:00,Kanpur,Violent Crime,VEHICLE - STOLEN,69,Senior,F,UNKNOWN,6,1,70.0
4317,4318,2020-06-30 15:00:00,2020-06-28 21:00:00,Mumbai,Violent Crime,ASSAULT,42,Adult,M,Firearm,8,0,
4318,4319,2020-01-07 14:00:00,2020-06-28 22:00:00,Agra,Violent Crime,DOMESTIC VIOLENCE,63,Senior,F,Other,14,0,
4319,4320,2020-06-29 22:00:00,2020-06-28 23:00:00,Bangalore,Violent Crime,ROBBERY,48,Middle Aged,F,Explosives,13,1,138.0
4320,4321,2020-01-07 02:00:00,2020-06-29 00:00:00,Chennai,Traffic Fatality,TRAFFIC VIOLATION,36,Adult,M,Knife,8,1,203.0
4321,4322,2020-06-30 12:00:00,2020-06-29 01:00:00,Kolkata,Other Crime,ILLEGAL POSSESSION,47,Middle Aged,F,Blunt Object,7,0,
4322,4323,2020-06-30 21:00:00,2020-06-29 02:00:00,Ahmedabad,Violent Crime,ROBBERY,63,Senior,F,Poison,1,1,85.0
4323,4324,2020-06-30 21:00:00,2020-06-29 03:00:00,Hyderabad,Other Crime,VANDALISM,77,Senior,F,Other,7,0,
4324,4325,2020-06-30 04:00:00,2020-06-29 04:00:00,Lucknow,Fire Accident,FIREARM OFFENSE,38,Adult,F,Firearm,19,0,
4325,4326,2020-06-29 20:00:00,2020-06-29 05:00:00,Hyderabad,Violent Crime,DOMESTIC VIOLENCE,20,Young Adult,M,Other,10,1,85.0
4326,4327,2020-01-07 16:00:00,2020-06-29 06:00:00,Surat,Other Crime,COUNTERFEITING,48,Middle Aged,M,Blunt Object,9,1,231.0
4327,4328,2020-06-30 13:00:00,2020-06-29 07:00:00,Delhi,Other Crime,BURGLARY,48,Middle Aged,F,Firearm,17,0,
4328,4329,2020-06-30 05:00:00,2020-06-29 08:00:00,Varanasi,Violent Crime,DOMESTIC VIOLENCE,62,Senior,M,Blunt Object,11,1,88.0
4329,4330,2020-02-07 08:00:00,2020-06-29 09:00:00,Indore,Other Crime,DRUG OFFENSE,69,Senior,F,Explosives,3,1,213.0
4330,4331,2020-06-29 22:00:00,2020-06-29 10:00:00,Ludhiana,Other Crime,CYBERCRIME,38,Adult,M,Other,5,1,49.0
4331,4332,2020-06-30 02:00:00,2020-06-29 11:00:00,Kolkata,Violent Crime,ASSAULT,66,Senior,F,Blunt Object,9,1,38.0
4332,4333,2020-06-29 21:00:00,2020-06-29 12:00:00,Lucknow,Other Crime,SHOPLIFTING,70,Senior,F,Knife,10,1,48.0
4333,4334,2020-01-07 20:00:00,2020-06-29 13:00:00,Bangalore,Other Crime,HOMICIDE,64,Senior,F,Poison,10,1,534.0
4334,4335,2020-01-07 11:00:00,2020-06-29 14:00:00,Bangalore,Other Crime,FRAUD,78,Senior,M,Explosives,9,0,
4335,4336,2020-06-29 17:00:00,2020-06-29 15:00:00,Delhi,Violent Crime,IDENTITY THEFT,30,Young Adult,F,Blunt Object,19,0,
4336,4337,2020-06-29 20:00:00,2020-06-29 16:00:00,Kalyan,Other Crime,SHOPLIFTING,50,Middle Aged,F,Knife,10,1,53.0
4337,4338,2020-01-07 05:00:00,2020-06-29 17:00:00,Hyderabad,Fire Accident,ARSON,43,Adult,M,UNKNOWN,2,1,202.0
4338,4339,2020-01-07 05:00:00,2020-06-29 18:00:00,Jaipur,Other Crime,ILLEGAL POSSESSION,72,Senior,F,Firearm,13,1,305.0
4339,4340,2020-02-07 13:00:00,2020-06-29 19:00:00,Kanpur,Other Crime,VANDALISM,31,Adult,M,Poison,7,1,1.0
4340,4341,2020-01-07 11:00:00,2020-06-29 20:00:00,Kolkata,Fire Accident,FIREARM OFFENSE,41,Adult,M,Firearm,9,1,232.0
4341,4342,2020-06-30 11:00:00,2020-06-29 21:00:00,Chennai,Violent Crime,DOMESTIC VIOLENCE,73,Senior,F,Blunt Object,16,1,27.0
4342,4343,2020-02-07 05:00:00,2020-06-29 22:00:00,Bangalore,Traffic Fatality,TRAFFIC VIOLATION,56,Middle Aged,F,Poison,9,0,
4343,4344,2020-01-07 04:00:00,2020-06-29 23:00:00,Thane,Fire Accident,ARSON,74,Senior,F,Firearm,16,1,250.0
4344,4345,2020-01-07 06:00:00,2020-06-30 00:00:00,Hyderabad,Other Crime,PUBLIC INTOXICATION,70,Senior,F,Explosives,15,1,60.0
4345,4346,2020-02-07 01:00:00,2020-06-30 01:00:00,Nashik,Fire Accident,ARSON,32,Adult,F,Explosives,15,1,231.0
4346,4347,2020-01-07 23:00:00,2020-06-30 02:00:00,Pune,Other Crime,DRUG OFFENSE,75,Senior,M,Blunt Object,19,1,201.0
4347,4348,2020-06-30 08:00:00,2020-06-30 03:00:00,Nagpur,Violent Crime,IDENTITY THEFT,40,Adult,M,Knife,14,1,-174.0
4348,4349,2020-01-07 02:00:00,2020-06-30 04:00:00,Delhi,Other Crime,COUNTERFEITING,14,Minor,F,Poison,12,1,256.0
4349,4350,2020-01-07 10:00:00,2020-06-30 05:00:00,Hyderabad,Other Crime,DRUG OFFENSE,75,Senior,F,Knife,3,0,
4350,4351,2020-01-07 23:00:00,2020-06-30 06:00:00,Ahmedabad,Other Crime,CYBERCRIME,25,Young Adult,F,Other,17,1,93.0
4351,4352,2020-02-07 06:00:00,2020-06-30 07:00:00,Kanpur,Violent Crime,DOMESTIC VIOLENCE,48,Middle Aged,M,UNKNOWN,14,0,
